,code,entity,year,wind_(%_equivalent_primary_energy)
229,3,Asia,2012,0.5661277
230,3,Asia,2013,0.70421606
231,3,Asia,2014,0.77710813
232,3,Asia,2015,0.86498696
233,3,Asia,2016,1.0938709
234,3,Asia,2017,1.31678
235,3,Asia,2018,1.5042006
236,3,Asia,2019,1.6079022
237,3,Asia,2020,1.812922
238,3,Asia,2021,2.3295288
239,3,Asia,2022,2.6175272
240,4,Asia Pacific (EI),1965,0.0
241,4,Asia Pacific (EI),1966,0.0
242,4,Asia Pacific (EI),1967,0.0
243,4,Asia Pacific (EI),1968,0.0
244,4,Asia Pacific (EI),1969,0.0
245,4,Asia Pacific (EI),1970,0.0
246,4,Asia Pacific (EI),1971,0.0
247,4,Asia Pacific (EI),1972,0.0
248,4,Asia Pacific (EI),1973,0.0
249,4,Asia Pacific (EI),1974,0.0
250,4,Asia Pacific (EI),1975,0.0
251,4,Asia Pacific (EI),1976,0.0
252,4,Asia Pacific (EI),1977,0.0
253,4,Asia Pacific (EI),1978,0.0
254,4,Asia Pacific (EI),1979,0.0
255,4,Asia Pacific (EI),1980,0.0
256,4,Asia Pacific (EI),1981,0.0
257,4,Asia Pacific (EI),1982,0.0
258,4,Asia Pacific (EI),1983,0.0
259,4,Asia Pacific (EI),1984,0.0
260,4,Asia Pacific (EI),1985,0.0
261,4,Asia Pacific (EI),1986,0.0
262,4,Asia Pacific (EI),1987,0.0
263,4,Asia Pacific (EI),1988,0.0
264,4,Asia Pacific (EI),1989,0.0
265,4,Asia Pacific (EI),1990,0.0004516503
266,4,Asia Pacific (EI),1991,0.0016301033
267,4,Asia Pacific (EI),1992,0.00281739
268,4,Asia Pacific (EI),1993,0.0037832754
269,4,Asia Pacific (EI),1994,0.0067169415
270,4,Asia Pacific (EI),1995,0.012268723
271,4,Asia Pacific (EI),1996,0.010353514
272,4,Asia Pacific (EI),1997,0.012300331
273,4,Asia Pacific (EI),1998,0.01512188
274,4,Asia Pacific (EI),1999,0.020101674
275,4,Asia Pacific (EI),2000,0.024171486
276,4,Asia Pacific (EI),2001,0.03189786
277,4,Asia Pacific (EI),2002,0.03494962
278,4,Asia Pacific (EI),2003,0.04211183
279,4,Asia Pacific (EI),2004,0.065526396
280,4,Asia Pacific (EI),2005,0.079044044
281,4,Asia Pacific (EI),2006,0.11465372
282,4,Asia Pacific (EI),2007,0.14214402
283,4,Asia Pacific (EI),2008,0.20139146
284,4,Asia Pacific (EI),2009,0.2977523
285,4,Asia Pacific (EI),2010,0.4132764
286,4,Asia Pacific (EI),2011,0.5448549
287,4,Asia Pacific (EI),2012,0.6822742
288,4,Asia Pacific (EI),2013,0.8422629
289,4,Asia Pacific (EI),2014,0.9280677
290,4,Asia Pacific (EI),2015,1.0282393
291,4,Asia Pacific (EI),2016,1.2898542
292,4,Asia Pacific (EI),2017,1.5411502
293,4,Asia Pacific (EI),2018,1.7547618
294,4,Asia Pacific (EI),2019,1.8746505
295,4,Asia Pacific (EI),2020,2.1070976
296,4,Asia Pacific (EI),2021,2.7003264
297,4,Asia Pacific (EI),2022,3.0460763
298,5,Australia,1990,0.0
299,5,Australia,1991,0.0
300,5,Australia,1992,0.0
301,5,Australia,1993,0.00055578357
302,5,Australia,1994,0.0014711843
303,5,Australia,1995,0.0017932024
304,5,Australia,1996,0.0017421324
305,5,Australia,1997,0.0018218709
306,5,Australia,1998,0.0042706034
307,5,Australia,1999,0.00980081
308,5,Australia,2000,0.030356925
309,5,Australia,2001,0.06409874
310,5,Australia,2002,0.11606854
311,5,Australia,2003,0.15003961
312,5,Australia,2004,0.16311887
313,5,Australia,2005,0.26374424
314,5,Australia,2006,0.41826832
315,5,Australia,2007,0.5354425
316,5,Australia,2008,0.6344686
317,5,Australia,2009,0.8209998
318,5,Australia,2010,0.917014
319,5,Australia,2011,1.1384345
320,5,Australia,2012,1.3788992
321,5,Australia,2013,1.6221951
322,5,Australia,2014,1.6908752
323,5,Australia,2015,1.9896915
324,5,Australia,2016,2.1725485
325,5,Australia,2017,2.194657
326,5,Australia,2018,2.646916
327,5,Australia,2019,3.0547035
328,5,Australia,2020,3.7409682
329,5,Australia,2021,4.40265
330,5,Australia,2022,4.967651
331,6,Austria,1990,0.0
332,6,Austria,1991,0.0
333,6,Austria,1992,0.0
334,6,Austria,1993,0.0
335,6,Austria,1994,0.0
336,6,Austria,1995,0.0008056545
337,6,Austria,1996,0.0040230704
338,6,Austria,1997,0.015759327
339,6,Austria,1998,0.034899205
340,6,Austria,1999,0.038663477
341,6,Austria,2000,0.050615847
342,6,Austria,2001,0.124652274
343,6,Austria,2002,0.14593922
344,6,Austria,2003,0.25872895
345,6,Austria,2004,0.63719434
346,6,Austria,2005,0.8959731
347,6,Austria,2006,1.1846322
348,6,Austria,2007,1.3981792
349,6,Austria,2008,1.3456249
350,6,Austria,2009,1.3413149
351,6,Austria,2010,1.3634335
352,6,Austria,2011,1.348606
353,6,Austria,2012,1.6285479
354,6,Austria,2013,2.089933
355,6,Austria,2014,2.63896
356,6,Austria,2015,3.3012767
357,6,Austria,2016,3.434908
358,6,Austria,2017,4.19188
359,6,Austria,2018,3.9075098
360,6,Austria,2019,4.5773726
361,6,Austria,2020,4.44688
362,6,Austria,2021,4.3693175
363,6,Austria,2022,4.9501734
364,52,Azerbaijan,1990,0.0
365,52,Azerbaijan,1991,0.0
366,52,Azerbaijan,1992,0.0
367,52,Azerbaijan,1993,0.0
368,52,Azerbaijan,1994,0.0
369,52,Azerbaijan,1995,0.0
370,52,Azerbaijan,1996,0.0
371,52,Azerbaijan,1997,0.0
372,52,Azerbaijan,1998,0.0
373,52,Azerbaijan,1999,0.0
374,52,Azerbaijan,2000,0.0
375,52,Azerbaijan,2001,0.0
376,52,Azerbaijan,2002,0.0
377,52,Azerbaijan,2003,0.0
378,52,Azerbaijan,2004,0.0
379,52,Azerbaijan,2005,0.0
380,52,Azerbaijan,2006,0.0
381,52,Azerbaijan,2007,0.0
382,52,Azerbaijan,2008,0.0
383,52,Azerbaijan,2009,0.004481763
384,52,Azerbaijan,2010,0.0010762943
385,52,Azerbaijan,2011,0.0
386,52,Azerbaijan,2012,0.0
387,52,Azerbaijan,2013,0.0014098297
388,52,Azerbaijan,2014,0.0039614895
389,52,Azerbaijan,2015,0.0072019366
390,52,Azerbaijan,2016,0.035800762
391,52,Azerbaijan,2017,0.035151858
392,52,Azerbaijan,2018,0.12754422
393,52,Azerbaijan,2019,0.15473586
394,52,Azerbaijan,2020,0.13783361
395,52,Azerbaijan,2021,0.12222073
396,52,Azerbaijan,2022,0.11183468
397,54,Bangladesh,1972,0.0
398,54,Bangladesh,1973,0.0
399,54,Bangladesh,1974,0.0
400,54,Bangladesh,1975,0.0
401,54,Bangladesh,1976,0.0
402,54,Bangladesh,1977,0.0
403,54,Bangladesh,1978,0.0
404,54,Bangladesh,1979,0.0
405,54,Bangladesh,1980,0.0
406,54,Bangladesh,1981,0.0
407,54,Bangladesh,1982,0.0
408,54,Bangladesh,1983,0.0
409,54,Bangladesh,1984,0.0
410,54,Bangladesh,1985,0.0
411,54,Bangladesh,1986,0.0
412,54,Bangladesh,1987,0.0
413,54,Bangladesh,1988,0.0
414,54,Bangladesh,1989,0.0
415,54,Bangladesh,1990,0.0
416,54,Bangladesh,1991,0.0
417,54,Bangladesh,1992,0.0
418,54,Bangladesh,1993,0.0
419,54,Bangladesh,1994,0.0
420,54,Bangladesh,1995,0.0
421,54,Bangladesh,1996,0.0
422,54,Bangladesh,1997,0.0
423,54,Bangladesh,1998,0.0
424,54,Bangladesh,1999,0.0
425,54,Bangladesh,2000,0.0
426,54,Bangladesh,2001,0.0
427,54,Bangladesh,2002,0.0
428,54,Bangladesh,2003,0.0
429,54,Bangladesh,2004,0.0
430,54,Bangladesh,2005,0.0
431,54,Bangladesh,2006,0.002218535
432,54,Bangladesh,2007,0.0021526623
433,54,Bangladesh,2008,0.003666016
434,54,Bangladesh,2009,0.0058449893
435,54,Bangladesh,2010,0.005658168
436,54,Bangladesh,2011,0.0051850528
437,54,Bangladesh,2012,0.004743923
438,54,Bangladesh,2013,0.0045151142
439,54,Bangladesh,2014,0.004324918
440,54,Bangladesh,2015,0.0035519367
441,54,Bangladesh,2016,0.003523877
442,54,Bangladesh,2017,0.0033509117
443,54,Bangladesh,2018,0.0031226831
444,54,Bangladesh,2019,0.002774694
445,54,Bangladesh,2020,0.0029274854
446,54,Bangladesh,2021,0.0027728942
447,54,Bangladesh,2022,0.0026573285
448,56,Belarus,1990,0.0
449,56,Belarus,1991,0.0
450,56,Belarus,1992,0.0
451,56,Belarus,1993,0.0
452,56,Belarus,1994,0.0
453,56,Belarus,1995,0.0
454,56,Belarus,1996,0.0
455,56,Belarus,1997,0.0
456,56,Belarus,1998,0.0
457,56,Belarus,1999,0.0
458,56,Belarus,2000,0.0
459,56,Belarus,2001,0.0
460,56,Belarus,2002,0.0
461,56,Belarus,2003,0.0
462,56,Belarus,2004,0.0010210269
463,56,Belarus,2005,0.0010077119
464,56,Belarus,2006,0.0009417341
465,56,Belarus,2007,0.0009592474
466,56,Belarus,2008,0.000940888
467,56,Belarus,2009,0.0009883554
468,56,Belarus,2010,0.0009063159
469,56,Belarus,2011,0.00366924
470,56,Belarus,2012,0.0050574043
471,56,Belarus,2013,0.007395409
472,56,Belarus,2014,0.008266617
473,56,Belarus,2015,0.039331067
474,56,Belarus,2016,0.07162522
475,56,Belarus,2017,0.09290186
476,56,Belarus,2018,0.085248046
477,56,Belarus,2019,0.14168847
478,56,Belarus,2020,0.16941874
479,56,Belarus,2021,0.15752451
480,56,Belarus,2022,0.16160195
481,7,Belgium,1986,0.0
482,7,Belgium,1987,0.0030659353
483,7,Belgium,1988,0.0040080915
484,7,Belgium,1989,0.0034813227
485,7,Belgium,1990,0.0033312673
486,7,Belgium,1991,0.0036796795
487,7,Belgium,1992,0.00414848
488,7,Belgium,1993,0.0037478704
489,7,Belgium,1994,0.00400852
490,7,Belgium,1995,0.0039595454
491,7,Belgium,1996,0.0033137035
492,7,Belgium,1997,0.0032797959
493,7,Belgium,1998,0.004423109
494,7,Belgium,1999,0.0052648503
495,7,Belgium,2000,0.006364706
496,7,Belgium,2001,0.014751546
497,7,Belgium,2002,0.022682946
498,7,Belgium,2003,0.03350582
499,7,Belgium,2004,0.053516094
500,7,Belgium,2005,0.08596478
501,7,Belgium,2006,0.13734655
502,7,Belgium,2007,0.18184914
503,7,Belgium,2008,0.2307501
504,7,Belgium,2009,0.3885653
505,7,Belgium,2010,0.46893525
506,7,Belgium,2011,0.8937892
507,7,Belgium,2012,1.1046228
508,7,Belgium,2013,1.4230272
509,7,Belgium,2014,1.921008
510,7,Belgium,2015,2.2831843
511,7,Belgium,2016,2.0448537
512,7,Belgium,2017,2.423494
513,7,Belgium,2018,2.8057218
514,7,Belgium,2019,3.482388
515,7,Belgium,2020,5.069835
516,7,Belgium,2021,4.2516375
517,7,Belgium,2022,4.560808
518,8,Brazil,1985,0.0
519,8,Brazil,1986,0.0
520,8,Brazil,1987,0.0
521,8,Brazil,1988,0.0
522,8,Brazil,1989,0.0
523,8,Brazil,1990,0.0
524,8,Brazil,1991,0.0
525,8,Brazil,1992,0.0
526,8,Brazil,1993,0.0
527,8,Brazil,1994,0.0
528,8,Brazil,1995,0.0
529,8,Brazil,1996,0.00029199774
530,8,Brazil,1997,0.0005493058
531,8,Brazil,1998,0.00066325814
532,8,Brazil,1999,0.00026230488
533,8,Brazil,2000,0.00012546864
534,8,Brazil,2001,0.0044619804
535,8,Brazil,2002,0.0075761303
536,8,Brazil,2003,0.0073877033
537,8,Brazil,2004,0.0070002754
538,8,Brazil,2005,0.010324933
539,8,Brazil,2006,0.025472619
540,8,Brazil,2007,0.06650731
541,8,Brazil,2008,0.113100894
542,8,Brazil,2009,0.118460596
543,8,Brazil,2010,0.18967468
544,8,Brazil,2011,0.22639562
545,8,Brazil,2012,0.40817997
546,8,Brazil,2013,0.5158977
547,8,Brazil,2014,0.928027
548,8,Brazil,2015,1.6559035
549,8,Brazil,2016,2.6120818
550,8,Brazil,2017,3.2563605
551,8,Brazil,2018,3.689677
552,8,Brazil,2019,4.177147
553,8,Brazil,2020,4.414125
554,8,Brazil,2021,5.2972994
555,8,Brazil,2022,5.713609
556,63,Bulgaria,1990,0.0
557,63,Bulgaria,1991,0.0
558,63,Bulgaria,1992,0.0
559,63,Bulgaria,1993,0.0
560,63,Bulgaria,1994,0.0
561,63,Bulgaria,1995,0.0
562,63,Bulgaria,1996,0.0
563,63,Bulgaria,1997,0.0
564,63,Bulgaria,1998,0.0
565,63,Bulgaria,1999,0.0
566,63,Bulgaria,2000,0.0
567,63,Bulgaria,2001,0.0
568,63,Bulgaria,2002,0.0
569,63,Bulgaria,2003,0.0
570,63,Bulgaria,2004,0.0013218579
571,63,Bulgaria,2005,0.006061411
572,63,Bulgaria,2006,0.023635658
573,63,Bulgaria,2007,0.057095394
574,63,Bulgaria,2008,0.14885253
575,63,Bulgaria,2009,0.32731208
576,63,Bulgaria,2010,0.8935241
577,63,Bulgaria,2011,1.0568995
578,63,Bulgaria,2012,1.5669416
579,63,Bulgaria,2013,1.8895699
580,63,Bulgaria,2014,1.7039269
581,63,Bulgaria,2015,1.7397506
582,63,Bulgaria,2016,1.7899517
583,63,Bulgaria,2017,1.8346558
584,63,Bulgaria,2018,1.5937434
585,63,Bulgaria,2019,1.6410189
586,63,Bulgaria,2020,1.985611
587,63,Bulgaria,2021,1.6909342
588,63,Bulgaria,2022,1.6854465
589,9,CIS (EI),1965,0.0
590,9,CIS (EI),1990,0.0
591,9,CIS (EI),1991,0.0
592,9,CIS (EI),1992,0.0
593,9,CIS (EI),1993,0.0
594,9,CIS (EI),1994,0.0
595,9,CIS (EI),1995,0.0
596,9,CIS (EI),1996,0.0
597,9,CIS (EI),1997,0.0
598,9,CIS (EI),1998,0.0
599,9,CIS (EI),1999,0.0
600,9,CIS (EI),2000,6.346851e-05
601,9,CIS (EI),2001,0.00010084375
602,9,CIS (EI),2002,0.00020091287
603,9,CIS (EI),2003,0.00027073902
604,9,CIS (EI),2004,0.0002464862
605,9,CIS (EI),2005,0.00023789874
606,9,CIS (EI),2006,0.00025701252
607,9,CIS (EI),2007,0.00030087202
608,9,CIS (EI),2008,0.00023066092
609,9,CIS (EI),2009,0.000330928
610,9,CIS (EI),2010,0.0002761739
611,9,CIS (EI),2011,0.00033699258
612,9,CIS (EI),2012,0.0004778524
613,9,CIS (EI),2013,0.00056251383
614,9,CIS (EI),2014,0.0032952975
615,9,CIS (EI),2015,0.008783911
616,9,CIS (EI),2016,0.013604206
617,9,CIS (EI),2017,0.015476543
618,9,CIS (EI),2018,0.020205554
619,9,CIS (EI),2019,0.033075556
620,9,CIS (EI),2020,0.06267589
621,9,CIS (EI),2021,0.10847255
622,9,CIS (EI),2022,0.17394793
623,10,Canada,1985,0.00010349022
624,10,Canada,1986,0.00010249836
625,10,Canada,1987,9.930773e-05
626,10,Canada,1988,9.5484254e-05
627,10,Canada,1989,9.455162e-05
628,10,Canada,1990,0.00018862798
629,10,Canada,1991,0.00018786333
630,10,Canada,1992,0.0056246924
631,10,Canada,1993,0.005486231
632,10,Canada,1994,0.005284892
633,10,Canada,1995,0.005158733
634,10,Canada,1996,0.0052772434
635,10,Canada,1997,0.0052512307
636,10,Canada,1998,0.0053276466
637,10,Canada,1999,0.013490411
638,10,Canada,2000,0.021402262
639,10,Canada,2001,0.02705783
640,10,Canada,2002,0.03200656
641,10,Canada,2003,0.053922772
642,10,Canada,2004,0.07226943
643,10,Canada,2005,0.118322365
644,10,Canada,2006,0.18655795
645,10,Canada,2007,0.2171548
646,10,Canada,2008,0.27514106
647,10,Canada,2009,0.49891672
648,10,Canada,2010,0.6452982
649,10,Canada,2011,0.72179985
650,10,Canada,2012,0.79407597
651,10,Canada,2013,0.7595796
652,10,Canada,2014,0.86638963
653,10,Canada,2015,1.8002534
654,10,Canada,2016,2.0811446
655,10,Canada,2017,2.0761156
656,10,Canada,2018,2.1725829
657,10,Canada,2019,2.1388242
658,10,Canada,2020,2.4667802
659,10,Canada,2021,2.3661392
660,10,Canada,2022,2.4903805
661,188,Central America (EI),1971,0.0
662,188,Central America (EI),1972,0.0
663,188,Central America (EI),1973,0.0
664,188,Central America (EI),1974,0.0
665,188,Central America (EI),1975,0.0
666,188,Central America (EI),1976,0.0
667,188,Central America (EI),1977,0.0
668,188,Central America (EI),1978,0.0
669,188,Central America (EI),1979,0.0
670,188,Central America (EI),1980,0.0
671,188,Central America (EI),1981,0.0
672,188,Central America (EI),1982,0.0
673,188,Central America (EI),1983,0.0
674,188,Central America (EI),1984,0.0
675,188,Central America (EI),1985,0.0
676,188,Central America (EI),1986,0.0
677,188,Central America (EI),1987,0.0
678,188,Central America (EI),1988,0.0
679,188,Central America (EI),1989,0.0
680,188,Central America (EI),1990,0.0
681,188,Central America (EI),1991,0.0
682,188,Central America (EI),1992,0.0
683,188,Central America (EI),1993,0.0
684,188,Central America (EI),1994,0.0
685,188,Central America (EI),1995,0.0
686,188,Central America (EI),1996,0.039004177
687,188,Central America (EI),1997,0.12397331
688,188,Central America (EI),1998,0.094771296
689,188,Central America (EI),1999,0.14217989
690,188,Central America (EI),2000,0.24066328
691,188,Central America (EI),2001,0.23758651
692,188,Central America (EI),2002,0.32659546
693,188,Central America (EI),2003,0.28191862
694,188,Central America (EI),2004,0.30024916
695,188,Central America (EI),2005,0.23463579
696,188,Central America (EI),2006,0.2969817
697,188,Central America (EI),2007,0.25042695
698,188,Central America (EI),2008,0.19862309
699,188,Central America (EI),2009,0.42835656
700,188,Central America (EI),2010,0.5054068
701,188,Central America (EI),2011,0.69726264
702,188,Central America (EI),2012,1.0119979
703,188,Central America (EI),2013,1.182797
704,188,Central America (EI),2014,1.7717454
705,188,Central America (EI),2015,2.3943267
706,188,Central America (EI),2016,2.3966534
707,188,Central America (EI),2017,2.2361217
708,188,Central America (EI),2018,3.0179377
709,188,Central America (EI),2019,2.8378217
710,188,Central America (EI),2020,2.5535784
711,188,Central America (EI),2021,2.4862828
712,188,Central America (EI),2022,2.1793253
713,68,Chile,1990,0.0
714,68,Chile,1991,0.0
715,68,Chile,1992,0.0
716,68,Chile,1993,0.0
717,68,Chile,1994,0.0
718,68,Chile,1995,0.0
719,68,Chile,1996,0.0
720,68,Chile,1997,0.0
721,68,Chile,1998,0.0
722,68,Chile,1999,0.0
723,68,Chile,2000,0.0
724,68,Chile,2001,0.006562905
725,68,Chile,2002,0.006368997
726,68,Chile,2003,0.0062950407
727,68,Chile,2004,0.0041848077
728,68,Chile,2005,0.0056093982
729,68,Chile,2006,0.005387824
730,68,Chile,2007,0.008575567
731,68,Chile,2008,0.029008038
732,68,Chile,2009,0.062268928
733,68,Chile,2010,0.24810383
734,68,Chile,2011,0.24145222
735,68,Chile,2012,0.2780339
736,68,Chile,2013,0.35903928
737,68,Chile,2014,0.9546349
738,68,Chile,2015,1.3747656
739,68,Chile,2016,1.5127023
740,68,Chile,2017,2.1424966
741,68,Chile,2018,2.027129
742,68,Chile,2019,2.7224152
743,68,Chile,2020,3.3252006
744,68,Chile,2021,4.185797
745,68,Chile,2022,4.9148264
746,11,China,1971,0.0
747,11,China,1972,0.0
748,11,China,1973,0.0
749,11,China,1974,0.0
750,11,China,1975,0.0
751,11,China,1976,0.0
752,11,China,1977,0.0
753,11,China,1978,0.0
754,11,China,1979,0.0
755,11,China,1980,0.0
756,11,China,1981,0.0
757,11,China,1982,0.0
758,11,China,1983,0.0
759,11,China,1984,0.0
760,11,China,1985,0.0
761,11,China,1986,0.0
762,11,China,1987,0.0
763,11,China,1988,0.0
764,11,China,1989,0.0
765,11,China,1990,7.525239e-05
766,11,China,1991,0.0003224152
767,11,China,1992,0.004425625
768,11,China,1993,0.006632103
769,11,China,1994,0.011294924
770,11,China,1995,0.017599184
771,11,China,1996,0.0025466797
