,code,entity,year,solar_(%_equivalent_primary_energy)
201,3,Asia,1996,0.0006439423
202,3,Asia,1997,0.0010034543
203,3,Asia,1998,0.001440586
204,3,Asia,1999,0.0020487243
205,3,Asia,2000,0.0030635945
206,3,Asia,2001,0.0042734346
207,3,Asia,2002,0.0056244284
208,3,Asia,2003,0.0070829745
209,3,Asia,2004,0.00847808
210,3,Asia,2005,0.009960419
211,3,Asia,2006,0.01160922
212,3,Asia,2007,0.013043196
213,3,Asia,2008,0.015219211
214,3,Asia,2009,0.01913426
215,3,Asia,2010,0.025362868
216,3,Asia,2011,0.042338863
217,3,Asia,2012,0.061205123
218,3,Asia,2013,0.11126648
219,3,Asia,2014,0.2184528
220,3,Asia,2015,0.328428
221,3,Asia,2016,0.48427755
222,3,Asia,2017,0.73342025
223,3,Asia,2018,1.0040014
224,3,Asia,2019,1.2250878
225,3,Asia,2020,1.4728669
226,3,Asia,2021,1.7624543
227,3,Asia,2022,2.151912
228,4,Asia Pacific (EI),1965,0.0
229,4,Asia Pacific (EI),1966,0.0
230,4,Asia Pacific (EI),1967,0.0
231,4,Asia Pacific (EI),1968,0.0
232,4,Asia Pacific (EI),1969,0.0
233,4,Asia Pacific (EI),1970,0.0
234,4,Asia Pacific (EI),1971,0.0
235,4,Asia Pacific (EI),1972,0.0
236,4,Asia Pacific (EI),1973,0.0
237,4,Asia Pacific (EI),1974,0.0
238,4,Asia Pacific (EI),1975,0.0
239,4,Asia Pacific (EI),1976,0.0
240,4,Asia Pacific (EI),1977,0.0
241,4,Asia Pacific (EI),1978,0.0
242,4,Asia Pacific (EI),1979,0.0
243,4,Asia Pacific (EI),1980,0.0
244,4,Asia Pacific (EI),1981,0.0
245,4,Asia Pacific (EI),1982,0.0
246,4,Asia Pacific (EI),1983,0.0
247,4,Asia Pacific (EI),1984,0.0
248,4,Asia Pacific (EI),1985,0.0
249,4,Asia Pacific (EI),1986,0.0
250,4,Asia Pacific (EI),1987,0.0
251,4,Asia Pacific (EI),1988,0.0
252,4,Asia Pacific (EI),1989,0.0
253,4,Asia Pacific (EI),1990,5.5891665e-05
254,4,Asia Pacific (EI),1991,0.00012626559
255,4,Asia Pacific (EI),1992,0.00035269384
256,4,Asia Pacific (EI),1993,0.0005228986
257,4,Asia Pacific (EI),1994,0.00061462
258,4,Asia Pacific (EI),1995,0.0007729208
259,4,Asia Pacific (EI),1996,0.0010253245
260,4,Asia Pacific (EI),1997,0.0014896316
261,4,Asia Pacific (EI),1998,0.0020600278
262,4,Asia Pacific (EI),1999,0.002802601
263,4,Asia Pacific (EI),2000,0.0040396587
264,4,Asia Pacific (EI),2001,0.005518417
265,4,Asia Pacific (EI),2002,0.0071250447
266,4,Asia Pacific (EI),2003,0.008804074
267,4,Asia Pacific (EI),2004,0.010440962
268,4,Asia Pacific (EI),2005,0.012183384
269,4,Asia Pacific (EI),2006,0.014145859
270,4,Asia Pacific (EI),2007,0.015878864
271,4,Asia Pacific (EI),2008,0.018589452
272,4,Asia Pacific (EI),2009,0.023792157
273,4,Asia Pacific (EI),2010,0.034178767
274,4,Asia Pacific (EI),2011,0.058366474
275,4,Asia Pacific (EI),2012,0.081086405
276,4,Asia Pacific (EI),2013,0.14473195
277,4,Asia Pacific (EI),2014,0.27272934
278,4,Asia Pacific (EI),2015,0.40453118
279,4,Asia Pacific (EI),2016,0.5872723
280,4,Asia Pacific (EI),2017,0.87514454
281,4,Asia Pacific (EI),2018,1.1747997
282,4,Asia Pacific (EI),2019,1.4303938
283,4,Asia Pacific (EI),2020,1.712454
284,4,Asia Pacific (EI),2021,2.0480478
285,4,Asia Pacific (EI),2022,2.512739
286,5,Australia,1990,0.0
287,5,Australia,1991,0.0015717831
288,5,Australia,1992,0.0034331074
289,5,Australia,1993,0.004057215
290,5,Australia,1994,0.004654296
291,5,Australia,1995,0.0054180315
292,5,Australia,1996,0.0063712257
293,5,Australia,1997,0.007445376
294,5,Australia,1998,0.008446306
295,5,Australia,1999,0.009253797
296,5,Australia,2000,0.010590932
297,5,Australia,2001,0.012093881
298,5,Australia,2002,0.0126825925
299,5,Australia,2003,0.013468502
300,5,Australia,2004,0.014967942
301,5,Australia,2005,0.017064555
302,5,Australia,2006,0.018861832
303,5,Australia,2007,0.021355
304,5,Australia,2008,0.02553688
305,5,Australia,2009,0.053695828
306,5,Australia,2010,0.17984296
307,5,Australia,2011,0.36187533
308,5,Australia,2012,0.43053785
309,5,Australia,2013,0.67407215
310,5,Australia,2014,0.85641944
311,5,Australia,2015,1.041763
312,5,Australia,2016,1.239543
313,5,Australia,2017,1.4814389
314,5,Australia,2018,2.0073361
315,5,Australia,2019,2.8704174
316,5,Australia,2020,3.9454625
317,5,Australia,2021,5.1252446
318,5,Australia,2022,6.095857
319,6,Austria,1990,0.0
320,6,Austria,1991,0.0
321,6,Austria,1992,0.0
322,6,Austria,1993,0.00083975855
323,6,Austria,1994,0.00084493094
324,6,Austria,1995,0.0008056545
325,6,Austria,1996,0.0008046171
326,6,Austria,1997,0.0015759326
327,6,Austria,1998,0.0015510748
328,6,Austria,1999,0.0015162138
329,6,Austria,2000,0.0022663814
330,6,Austria,2001,0.0036236143
331,6,Austria,2002,0.0064702095
332,6,Austria,2003,0.010603667
333,6,Austria,2004,0.012412874
334,6,Austria,2005,0.014145713
335,6,Austria,2006,0.015130258
336,6,Austria,2007,0.0166355
337,6,Austria,2008,0.020151602
338,6,Austria,2009,0.033576332
339,6,Austria,2010,0.058670457
340,6,Austria,2011,0.121241294
341,6,Austria,2012,0.22323346
342,6,Austria,2013,0.41488978
343,6,Austria,2014,0.5388345
344,6,Austria,2015,0.6391324
345,6,Austria,2016,0.7191653
346,6,Austria,2017,0.8094599
347,6,Austria,2018,0.9428753
348,6,Austria,2019,1.0457762
349,6,Austria,2020,1.3376489
350,6,Austria,2021,1.8038571
351,6,Austria,2022,2.1989603
352,52,Azerbaijan,1990,0.0
353,52,Azerbaijan,1991,0.0
354,52,Azerbaijan,1992,0.0
355,52,Azerbaijan,1993,0.0
356,52,Azerbaijan,1994,0.0
357,52,Azerbaijan,1995,0.0
358,52,Azerbaijan,1996,0.0
359,52,Azerbaijan,1997,0.0
360,52,Azerbaijan,1998,0.0
361,52,Azerbaijan,1999,0.0
362,52,Azerbaijan,2000,0.0
363,52,Azerbaijan,2001,0.0
364,52,Azerbaijan,2002,0.0
365,52,Azerbaijan,2003,0.0
366,52,Azerbaijan,2004,0.0
367,52,Azerbaijan,2005,0.0
368,52,Azerbaijan,2006,0.0
369,52,Azerbaijan,2007,0.0
370,52,Azerbaijan,2008,0.0
371,52,Azerbaijan,2009,0.0
372,52,Azerbaijan,2010,0.0
373,52,Azerbaijan,2011,0.0
374,52,Azerbaijan,2012,0.0
375,52,Azerbaijan,2013,0.0014098297
376,52,Azerbaijan,2014,0.0049949316
377,52,Azerbaijan,2015,0.0072019366
378,52,Azerbaijan,2016,0.05542844
379,52,Azerbaijan,2017,0.059169725
380,52,Azerbaijan,2018,0.060548726
381,52,Azerbaijan,2019,0.064889275
382,52,Azerbaijan,2020,0.0674108
383,52,Azerbaijan,2021,0.073813856
384,52,Azerbaijan,2022,0.08176141
385,54,Bangladesh,1972,0.0
386,54,Bangladesh,1973,0.0
387,54,Bangladesh,1974,0.0
388,54,Bangladesh,1975,0.0
389,54,Bangladesh,1976,0.0
390,54,Bangladesh,1977,0.0
391,54,Bangladesh,1978,0.0
392,54,Bangladesh,1979,0.0
393,54,Bangladesh,1980,0.0
394,54,Bangladesh,1981,0.0
395,54,Bangladesh,1982,0.0
396,54,Bangladesh,1983,0.0
397,54,Bangladesh,1984,0.0
398,54,Bangladesh,1985,0.0
399,54,Bangladesh,1986,0.0
400,54,Bangladesh,1987,0.0
401,54,Bangladesh,1988,0.0
402,54,Bangladesh,1989,0.0
403,54,Bangladesh,1990,0.0
404,54,Bangladesh,1991,0.0
405,54,Bangladesh,1992,0.0
406,54,Bangladesh,1993,0.0
407,54,Bangladesh,1994,0.0
408,54,Bangladesh,1995,0.0
409,54,Bangladesh,1996,0.0
410,54,Bangladesh,1997,0.0
411,54,Bangladesh,1998,0.0
412,54,Bangladesh,1999,0.0
413,54,Bangladesh,2000,0.0
414,54,Bangladesh,2001,0.0
415,54,Bangladesh,2002,0.00018707686
416,54,Bangladesh,2003,0.0015826923
417,54,Bangladesh,2004,0.0031272452
418,54,Bangladesh,2005,0.005133534
419,54,Bangladesh,2006,0.0074875746
420,54,Bangladesh,2007,0.012108722
421,54,Bangladesh,2008,0.019214937
422,54,Bangladesh,2009,0.028766459
423,54,Bangladesh,2010,0.049148396
424,54,Bangladesh,2011,0.05937398
425,54,Bangladesh,2012,0.08455351
426,54,Bangladesh,2013,0.11513309
427,54,Bangladesh,2014,0.14210446
428,54,Bangladesh,2015,0.13868624
429,54,Bangladesh,2016,0.15257812
430,54,Bangladesh,2017,0.16709106
431,54,Bangladesh,2018,0.16905138
432,54,Bangladesh,2019,0.17891707
433,54,Bangladesh,2020,0.22358945
434,54,Bangladesh,2021,0.32074675
435,54,Bangladesh,2022,0.343943
436,56,Belarus,1990,0.0
437,56,Belarus,1991,0.0
438,56,Belarus,1992,0.0
439,56,Belarus,1993,0.0
440,56,Belarus,1994,0.0
441,56,Belarus,1995,0.0
442,56,Belarus,1996,0.0
443,56,Belarus,1997,0.0
444,56,Belarus,1998,0.0
445,56,Belarus,1999,0.0
446,56,Belarus,2000,0.0
447,56,Belarus,2001,0.0
448,56,Belarus,2002,0.0
449,56,Belarus,2003,0.0
450,56,Belarus,2004,0.0
451,56,Belarus,2005,0.0
452,56,Belarus,2006,0.0
453,56,Belarus,2007,0.0
454,56,Belarus,2008,0.0
455,56,Belarus,2009,0.0
456,56,Belarus,2010,0.0
457,56,Belarus,2011,0.0
458,56,Belarus,2012,0.0
459,56,Belarus,2013,0.00036977045
460,56,Belarus,2014,0.001837025
461,56,Belarus,2015,0.009076407
462,56,Belarus,2016,0.0255104
463,56,Belarus,2017,0.085239775
464,56,Belarus,2018,0.10160882
465,56,Belarus,2019,0.15278459
466,56,Belarus,2020,0.15568204
467,56,Belarus,2021,0.14514104
468,56,Belarus,2022,0.2503347
469,7,Belgium,1990,0.0
470,7,Belgium,1991,0.0
471,7,Belgium,1992,0.0
472,7,Belgium,1993,0.0
473,7,Belgium,1994,0.0
474,7,Belgium,1995,0.0
475,7,Belgium,1996,0.0
476,7,Belgium,1997,0.0
477,7,Belgium,1998,0.0
478,7,Belgium,1999,0.0
479,7,Belgium,2000,0.0
480,7,Belgium,2001,0.0
481,7,Belgium,2002,0.0
482,7,Belgium,2003,0.0
483,7,Belgium,2004,0.00037687208
484,7,Belgium,2005,0.00037869983
485,7,Belgium,2006,0.00075052714
486,7,Belgium,2007,0.0022221887
487,7,Belgium,2008,0.0152143
488,7,Belgium,2009,0.06476089
489,7,Belgium,2010,0.20325367
490,7,Belgium,2011,0.45192018
491,7,Belgium,2012,0.8599028
492,7,Belgium,2013,1.0265986
493,7,Belgium,2014,1.2013532
494,7,Belgium,2015,1.2519828
495,7,Belgium,2016,1.1679379
496,7,Belgium,2017,1.2294196
497,7,Belgium,2018,1.4459611
498,7,Belgium,2019,1.5180161
499,7,Belgium,2020,2.0219066
500,7,Belgium,2021,1.9909086
501,7,Belgium,2022,2.5934656
502,8,Brazil,1990,0.0
503,8,Brazil,1991,0.0
504,8,Brazil,1992,0.0
505,8,Brazil,1993,0.0
506,8,Brazil,1994,0.0
507,8,Brazil,1995,0.0
508,8,Brazil,1996,0.0
509,8,Brazil,1997,0.0
510,8,Brazil,1998,0.0
511,8,Brazil,1999,0.0
512,8,Brazil,2000,0.0
513,8,Brazil,2001,0.0
514,8,Brazil,2002,0.0
515,8,Brazil,2003,0.0
516,8,Brazil,2004,0.0
517,8,Brazil,2005,0.0
518,8,Brazil,2006,0.0
519,8,Brazil,2007,0.0
520,8,Brazil,2008,0.0
521,8,Brazil,2009,0.0
522,8,Brazil,2010,0.0
523,8,Brazil,2011,0.0
524,8,Brazil,2012,0.00013054647
525,8,Brazil,2013,0.0003760732
526,8,Brazil,2014,0.0012222813
527,8,Brazil,2015,0.004511373
528,8,Brazil,2016,0.0066501983
529,8,Brazil,2017,0.06392437
530,8,Brazil,2018,0.26346654
531,8,Brazil,2019,0.4965053
532,8,Brazil,2020,0.8316202
533,8,Brazil,2021,1.2276496
534,8,Brazil,2022,2.1086307
535,63,Bulgaria,1990,0.0
536,63,Bulgaria,1991,0.0
537,63,Bulgaria,1992,0.0
538,63,Bulgaria,1993,0.0
539,63,Bulgaria,1994,0.0
540,63,Bulgaria,1995,0.0
541,63,Bulgaria,1996,0.0
542,63,Bulgaria,1997,0.0
543,63,Bulgaria,1998,0.0
544,63,Bulgaria,1999,0.0
545,63,Bulgaria,2000,0.0
546,63,Bulgaria,2001,0.0
547,63,Bulgaria,2002,0.0
548,63,Bulgaria,2003,0.0
549,63,Bulgaria,2004,0.0
550,63,Bulgaria,2005,0.0
551,63,Bulgaria,2006,0.0
552,63,Bulgaria,2007,0.0
553,63,Bulgaria,2008,0.0
554,63,Bulgaria,2009,0.0041431924
555,63,Bulgaria,2010,0.019681113
556,63,Bulgaria,2011,0.12398012
557,63,Bulgaria,2012,1.0446278
558,63,Bulgaria,2013,1.914986
559,63,Bulgaria,2014,1.6092578
560,63,Bulgaria,2015,1.6560299
561,63,Bulgaria,2016,1.7434998
562,63,Bulgaria,2017,1.7113414
563,63,Bulgaria,2018,1.6235659
564,63,Bulgaria,2019,1.7659942
565,63,Bulgaria,2020,1.9743048
566,63,Bulgaria,2021,1.7299026
567,63,Bulgaria,2022,2.2536938
568,9,CIS (EI),1965,0.0
569,9,CIS (EI),1990,0.0
570,9,CIS (EI),1991,0.0
571,9,CIS (EI),1992,0.0
572,9,CIS (EI),1993,0.0
573,9,CIS (EI),1994,0.0
574,9,CIS (EI),1995,0.0
575,9,CIS (EI),1996,0.0
576,9,CIS (EI),1997,0.0
577,9,CIS (EI),1998,0.0
578,9,CIS (EI),1999,0.0
579,9,CIS (EI),2000,0.0
580,9,CIS (EI),2001,0.0
581,9,CIS (EI),2002,0.0
582,9,CIS (EI),2003,0.0
583,9,CIS (EI),2004,0.0
584,9,CIS (EI),2005,0.0
585,9,CIS (EI),2006,0.0
586,9,CIS (EI),2007,0.0
587,9,CIS (EI),2008,0.0
588,9,CIS (EI),2009,2.1791047e-07
589,9,CIS (EI),2010,6.7766514e-06
590,9,CIS (EI),2011,4.8987287e-05
591,9,CIS (EI),2012,0.00016717378
592,9,CIS (EI),2013,0.00050185056
593,9,CIS (EI),2014,0.004651111
594,9,CIS (EI),2015,0.010972301
595,9,CIS (EI),2016,0.016629092
596,9,CIS (EI),2017,0.020047765
597,9,CIS (EI),2018,0.023216356
598,9,CIS (EI),2019,0.04111922
599,9,CIS (EI),2020,0.08518339
600,9,CIS (EI),2021,0.101866774
601,9,CIS (EI),2022,0.119680434
602,10,Canada,1990,0.0
603,10,Canada,1991,0.0
604,10,Canada,1992,0.00019568499
605,10,Canada,1993,0.00019086788
606,10,Canada,1994,0.00018386322
607,10,Canada,1995,0.00033593838
608,10,Canada,1996,0.000501741
609,10,Canada,1997,0.0005884234
610,10,Canada,1998,0.00086834177
611,10,Canada,1999,0.0011044746
612,10,Canada,2000,0.0013312428
613,10,Canada,2001,0.0016102273
614,10,Canada,2002,0.0017968575
615,10,Canada,2003,0.0017809714
616,10,Canada,2004,0.0010907815
617,10,Canada,2005,0.001283279
618,10,Canada,2006,0.0015841571
619,10,Canada,2007,0.0018774508
620,10,Canada,2008,0.0025418748
621,10,Canada,2009,0.008188011
622,10,Canada,2010,0.01890256
623,10,Canada,2011,0.040502623
624,10,Canada,2012,0.0618334
625,10,Canada,2013,0.10215855
626,10,Canada,2014,0.14331825
627,10,Canada,2015,0.19326451
628,10,Canada,2016,0.27129006
629,10,Canada,2017,0.23543772
630,10,Canada,2018,0.24645643
631,10,Canada,2019,0.26542413
632,10,Canada,2020,0.29523197
633,10,Canada,2021,0.35172918
634,10,Canada,2022,0.399092
635,188,Central America (EI),1971,0.0
636,188,Central America (EI),1972,0.0
637,188,Central America (EI),1973,0.0
638,188,Central America (EI),1974,0.0
639,188,Central America (EI),1975,0.0
640,188,Central America (EI),1976,0.0
641,188,Central America (EI),1977,0.0
642,188,Central America (EI),1978,0.0
643,188,Central America (EI),1979,0.0
644,188,Central America (EI),1980,0.0
645,188,Central America (EI),1981,0.0
646,188,Central America (EI),1982,0.0
647,188,Central America (EI),1983,0.0
648,188,Central America (EI),1984,0.0
649,188,Central America (EI),1985,0.0
650,188,Central America (EI),1986,0.0
651,188,Central America (EI),1987,0.0
652,188,Central America (EI),1988,0.0
653,188,Central America (EI),1989,0.0
654,188,Central America (EI),1990,0.0
655,188,Central America (EI),1991,0.0
656,188,Central America (EI),1992,0.0
657,188,Central America (EI),1993,0.0
658,188,Central America (EI),1994,0.0
659,188,Central America (EI),1995,0.0
660,188,Central America (EI),1996,0.0
661,188,Central America (EI),1997,0.0
662,188,Central America (EI),1998,0.0
663,188,Central America (EI),1999,0.0
664,188,Central America (EI),2000,0.0
665,188,Central America (EI),2001,0.0
666,188,Central America (EI),2002,0.0
667,188,Central America (EI),2003,0.0
668,188,Central America (EI),2004,0.0
669,188,Central America (EI),2005,0.00063136144
670,188,Central America (EI),2006,0.00070672715
671,188,Central America (EI),2007,0.0006850869
672,188,Central America (EI),2008,0.0006625111
673,188,Central America (EI),2009,0.0007464863
674,188,Central America (EI),2010,0.0009840347
675,188,Central America (EI),2011,0.0011718338
676,188,Central America (EI),2012,0.0018379438
677,188,Central America (EI),2013,0.0026603367
678,188,Central America (EI),2014,0.010930491
679,188,Central America (EI),2015,0.45448655
680,188,Central America (EI),2016,0.85499036
681,188,Central America (EI),2017,1.0174714
682,188,Central America (EI),2018,1.2242777
683,188,Central America (EI),2019,1.4316561
684,188,Central America (EI),2020,1.8213404
685,188,Central America (EI),2021,1.8959036
686,188,Central America (EI),2022,1.7703114
687,68,Chile,1990,0.0
688,68,Chile,1991,0.0
689,68,Chile,1992,0.0
690,68,Chile,1993,0.0
691,68,Chile,1994,0.0
692,68,Chile,1995,0.0
693,68,Chile,1996,0.0
694,68,Chile,1997,0.0
695,68,Chile,1998,0.0
696,68,Chile,1999,0.0
697,68,Chile,2000,0.0
698,68,Chile,2001,0.0
699,68,Chile,2002,0.0
700,68,Chile,2003,0.0
701,68,Chile,2004,0.0
702,68,Chile,2005,0.0
703,68,Chile,2006,0.0
704,68,Chile,2007,0.0
705,68,Chile,2008,0.0
706,68,Chile,2009,0.0
707,68,Chile,2010,0.0
708,68,Chile,2011,0.0
709,68,Chile,2012,0.00023174073
710,68,Chile,2013,0.0044505205
711,68,Chile,2014,0.3034421
712,68,Chile,2015,0.8842223
713,68,Chile,2016,1.5734268
714,68,Chile,2017,2.302281
715,68,Chile,2018,2.892032
716,68,Chile,2019,3.5037913
717,68,Chile,2020,4.519727
718,68,Chile,2021,5.899
719,68,Chile,2022,7.586459
720,11,China,1971,0.0
721,11,China,1972,0.0
722,11,China,1973,0.0
723,11,China,1974,0.0
724,11,China,1975,0.0
725,11,China,1976,0.0
726,11,China,1977,0.0
727,11,China,1978,0.0
728,11,China,1979,0.0
729,11,China,1980,0.0
730,11,China,1981,0.0
731,11,China,1982,0.0
732,11,China,1983,0.0
733,11,China,1984,0.0
734,11,China,1985,0.0
735,11,China,1986,0.0
736,11,China,1987,0.0
737,11,China,1988,0.0
738,11,China,1989,0.0
739,11,China,1990,7.44997e-05
740,11,China,1991,7.093126e-05
741,11,China,1992,0.00010110859
742,11,China,1993,0.0001250624
743,11,China,1994,0.00014713126
744,11,China,1995,0.00019993818
745,11,China,1996,0.0002439882
746,11,China,1997,0.00029620755
747,11,China,1998,0.00037632405
748,11,China,1999,0.00044149466
749,11,China,2000,0.00055129087
750,11,China,2001,0.00073032023
751,11,China,2002,0.0010316577
752,11,China,2003,0.0011733416
753,11,China,2004,0.0011832293
754,11,China,2005,0.0011438854
755,11,China,2006,0.0011728089
756,11,China,2007,0.0012868581
757,11,China,2008,0.0016416038
758,11,China,2009,0.0028689185
759,11,China,2010,0.0066964035
760,11,China,2011,0.022976657
761,11,China,2012,0.030210419
762,11,China,2013,0.06741686
763,11,China,2014,0.18340814
764,11,China,2015,0.30260572
765,11,China,2016,0.504837
766,11,China,2017,0.85539573
767,11,China,2018,1.2183205
768,11,China,2019,1.468556
769,11,China,2020,1.6517974
770,11,China,2021,1.9502928
771,11,China,2022,2.5185547
772,12,Colombia,1990,0.0
773,12,Colombia,1991,0.0
774,12,Colombia,1992,0.0
775,12,Colombia,1993,0.0
776,12,Colombia,1994,0.0
777,12,Colombia,1995,0.0
778,12,Colombia,1996,0.0
779,12,Colombia,1997,0.0
