,code,entity,year,electricity_from_wind_(twh),electricity from hydro (twh),electricity from solar (twh),other renewables including bioenergy (twh)
67,45,Africa,1987,0.0,49.05646,0.0,0.658
68,45,Africa,1988,0.0,53.593452,0.0,0.626
69,45,Africa,1989,0.0,56.27621,0.0,0.617
70,45,Africa,1990,0.0,57.254658,0.0,0.80574995
71,45,Africa,1991,0.0,60.65149,0.0,0.8217477
72,45,Africa,1992,0.0,57.86029,0.0,0.85394657
73,45,Africa,1993,0.002,56.682507,0.0,0.94937193
74,45,Africa,1994,0.0054,57.59605,0.0,0.84669536
75,45,Africa,1995,0.0063,59.76888,0.0,1.028464
76,45,Africa,1996,0.0071,62.31646,0.0,1.2678368
77,45,Africa,1997,0.0072,63.852497,0.0,1.3963903
78,45,Africa,1998,0.0076,66.654884,0.0,1.724236
79,45,Africa,1999,0.0198,70.68426,0.0,1.7097834
80,45,Africa,2000,0.23,74.520004,0.0,2.63
81,45,Africa,2001,0.46,81.22,0.0,2.65
82,45,Africa,2002,0.43,83.409996,0.02,2.5900002
83,45,Africa,2003,0.61,81.68,0.02,2.77
84,45,Africa,2004,0.78,86.54,0.02,3.22
85,45,Africa,2005,0.83,88.65,0.02,3.85
86,45,Africa,2006,0.87,91.85,0.03,3.68
87,45,Africa,2007,1.18,93.92,0.03,3.58
88,45,Africa,2008,1.2900001,95.56,0.04,3.8400002
89,45,Africa,2009,1.6899999,98.61,0.06,4.36
90,45,Africa,2010,2.37,109.5,0.39,4.52
91,45,Africa,2011,2.44,110.57,0.49,4.6800003
92,45,Africa,2012,2.35,111.14,0.53,4.57
93,45,Africa,2013,3.5300002,116.39,0.51,5.09
94,45,Africa,2014,5.55,121.68,1.8100001,6.83
95,45,Africa,2015,8.559999,119.33,3.2000003,8.87
96,45,Africa,2016,10.48,118.520004,4.85,8.74
97,45,Africa,2017,11.55,125.04,6.57,8.96
98,45,Africa,2018,15.28,132.92,8.99,9.12
99,45,Africa,2019,18.51,135.51,13.849999,9.09
100,45,Africa,2020,17.66,142.22,14.400001,8.719999
101,45,Africa,2021,20.89,145.22,17.12,8.889999
102,45,Africa,2022,23.893784,156.7211,18.18146,8.688002
103,1,Africa (EI),1965,0.0,13.905635,,
104,1,Africa (EI),1966,0.0,15.510004,,
105,1,Africa (EI),1967,0.0,16.190636,,
106,1,Africa (EI),1968,0.0,18.938341,,
107,1,Africa (EI),1969,0.0,22.10089,,
108,1,Africa (EI),1970,0.0,27.63043,,
109,1,Africa (EI),1971,0.0,26.013391,0.0,0.164
110,1,Africa (EI),1972,0.0,29.633196,0.0,0.165
111,1,Africa (EI),1973,0.0,31.345707,0.0,0.17
112,1,Africa (EI),1974,0.0,35.667076,0.0,0.175
113,1,Africa (EI),1975,0.0,37.71797,0.0,0.172
114,1,Africa (EI),1976,0.0,41.797634,0.0,0.185
115,1,Africa (EI),1977,0.0,45.92877,0.0,0.189
116,1,Africa (EI),1978,0.0,46.30694,0.0,0.195
117,1,Africa (EI),1979,0.0,49.56523,0.0,0.201
118,1,Africa (EI),1980,0.0,48.311783,0.0,0.207
119,1,Africa (EI),1981,0.0,50.192905,0.0,0.218
120,1,Africa (EI),1982,0.0,50.206238,0.0,0.236
121,1,Africa (EI),1983,0.0,45.24716,0.0,0.23
122,1,Africa (EI),1984,0.0,44.489975,0.0,0.234
123,1,Africa (EI),1985,0.0,49.449684,0.0,0.269
124,1,Africa (EI),1986,0.0,51.145374,0.0,0.659
125,1,Africa (EI),1987,0.0,49.05646,0.0,0.658
126,1,Africa (EI),1988,0.0,53.593456,0.0,0.626
127,1,Africa (EI),1989,0.0,56.276215,0.0,0.617
128,1,Africa (EI),1990,0.0,57.254658,0.0,0.80574995
129,1,Africa (EI),1991,0.0,60.65149,0.0,0.8217477
130,1,Africa (EI),1992,0.0,57.86029,0.0,0.85394657
131,1,Africa (EI),1993,0.002,56.682507,0.0,0.94937193
132,1,Africa (EI),1994,0.0054,57.59605,0.0,0.84669536
133,1,Africa (EI),1995,0.0063,59.768875,0.0,1.028464
134,1,Africa (EI),1996,0.0071,62.31646,0.0,1.2678369
135,1,Africa (EI),1997,0.0072,63.852497,0.0,1.3963903
136,1,Africa (EI),1998,0.0076,66.654884,0.0,1.724236
137,1,Africa (EI),1999,0.0198,70.68426,0.0,1.7097833
138,1,Africa (EI),2000,0.1755,75.25581,0.011941,2.313793
139,1,Africa (EI),2001,0.41558,80.86912,0.01496,2.3859584
140,1,Africa (EI),2002,0.443584,85.02647,0.016799713,2.3420103
141,1,Africa (EI),2003,0.535599,82.5746,0.020059297,2.685965
142,1,Africa (EI),2004,0.7682805,87.21947,0.02456688,3.046275
143,1,Africa (EI),2005,0.7803821,88.83773,0.029383464,3.083126
144,1,Africa (EI),2006,0.8525656,92.049355,0.03791205,3.8507726
145,1,Africa (EI),2007,1.0162233,95.19856,0.050479364,3.2195141
146,1,Africa (EI),2008,1.3117782,96.96721,0.07265389,3.3477929
147,1,Africa (EI),2009,1.5892309,99.561134,0.09582156,3.6481445
148,1,Africa (EI),2010,2.2845824,107.679985,0.21605176,3.8428793
149,1,Africa (EI),2011,2.386504,110.73201,0.6020893,4.0351925
150,1,Africa (EI),2012,2.5156302,111.20843,0.99265915,4.190647
151,1,Africa (EI),2013,3.5934472,117.50695,0.7893071,4.571517
152,1,Africa (EI),2014,5.060073,124.17194,1.9059901,5.57332
153,1,Africa (EI),2015,8.9106865,120.32509,3.6104434,7.16401
154,1,Africa (EI),2016,11.176371,116.81763,5.3191276,7.2771964
155,1,Africa (EI),2017,13.6124935,125.27305,6.955176,7.773782
156,1,Africa (EI),2018,14.762939,133.80919,8.382592,8.339586
157,1,Africa (EI),2019,19.281773,138.37263,11.133448,8.457672
158,1,Africa (EI),2020,19.105722,147.85455,15.289597,8.108861
159,1,Africa (EI),2021,22.780289,152.35431,17.905737,8.111379
160,1,Africa (EI),2022,23.893784,156.72108,18.18146,8.688001
161,197,Africa (Ember),2000,0.23,74.52,0.0,2.63
162,197,Africa (Ember),2001,0.46,81.22,0.0,2.65
163,197,Africa (Ember),2002,0.43,83.41,0.02,2.5900002
164,197,Africa (Ember),2003,0.61,81.68,0.02,2.77
165,197,Africa (Ember),2004,0.78,86.54,0.02,3.22
166,197,Africa (Ember),2005,0.83,88.65,0.02,3.85
167,197,Africa (Ember),2006,0.87,91.85,0.03,3.68
168,197,Africa (Ember),2007,1.18,93.92,0.03,3.58
169,197,Africa (Ember),2008,1.29,95.56,0.04,3.8400002
170,197,Africa (Ember),2009,1.69,98.61,0.06,4.36
171,197,Africa (Ember),2010,2.37,109.5,0.39,4.52
172,197,Africa (Ember),2011,2.44,110.57,0.49,4.6800003
173,197,Africa (Ember),2012,2.35,111.14,0.53,4.57
174,197,Africa (Ember),2013,3.53,116.39,0.51,5.09
175,197,Africa (Ember),2014,5.55,121.68,1.81,6.83
176,197,Africa (Ember),2015,8.56,119.33,3.2,8.87
177,197,Africa (Ember),2016,10.48,118.52,4.85,8.74
178,197,Africa (Ember),2017,11.55,125.04,6.57,8.96
179,197,Africa (Ember),2018,15.28,132.92,8.99,9.12
180,197,Africa (Ember),2019,18.51,135.51,13.85,9.09
181,197,Africa (Ember),2020,17.66,142.22,14.4,8.72
182,197,Africa (Ember),2021,20.89,145.22,17.12,8.889999
183,197,Africa (Ember),2022,23.64,163.01,17.31,9.48
184,198,Albania,1990,0.0,2.85,0.0,0.0
185,198,Albania,1991,0.0,3.52,0.0,0.0
186,198,Albania,1992,0.0,3.23,0.0,0.0
187,198,Albania,1993,0.0,3.31,0.0,0.0
188,198,Albania,1994,0.0,3.77,0.0,0.0
189,198,Albania,1995,0.0,4.2,0.0,0.0
190,198,Albania,1996,0.0,5.73,0.0,0.0
191,198,Albania,1997,0.0,5.03,0.0,0.0
192,198,Albania,1998,0.0,4.92,0.0,0.0
193,198,Albania,1999,0.0,5.28,0.0,0.0
194,198,Albania,2000,0.0,4.55,0.0,0.0
195,198,Albania,2001,0.0,3.52,0.0,0.0
196,198,Albania,2002,0.0,3.48,0.0,0.0
197,198,Albania,2003,0.0,5.12,0.0,0.0
198,198,Albania,2004,0.0,5.41,0.0,0.0
199,198,Albania,2005,0.0,5.32,0.0,0.0
200,198,Albania,2006,0.0,4.95,0.0,0.0
201,198,Albania,2007,0.0,2.76,0.0,0.0
202,198,Albania,2008,0.0,3.76,0.0,0.0
203,198,Albania,2009,0.0,5.2,0.0,0.0
204,198,Albania,2010,0.0,7.49,0.0,0.0
205,198,Albania,2011,0.0,4.09,0.0,0.0
206,198,Albania,2012,0.0,4.68,0.0,0.0
207,198,Albania,2013,0.0,6.89,0.0,0.0
208,198,Albania,2014,0.0,4.68,0.0,0.0
209,198,Albania,2015,0.0,5.84,0.0,0.0
210,198,Albania,2016,0.0,7.7,0.0,0.0
211,198,Albania,2017,0.0,4.48,0.0,0.0
212,198,Albania,2018,0.0,8.47,0.0,0.0
213,198,Albania,2019,0.0,5.15,0.02,0.0
214,198,Albania,2020,0.0,5.28,0.03,0.0
215,198,Albania,2021,0.0,8.89,0.07,0.0
216,47,Algeria,1990,0.0,0.135,0.0,0.0
217,47,Algeria,1991,0.0,0.293,0.0,0.0
218,47,Algeria,1992,0.0,0.199,0.0,0.0
219,47,Algeria,1993,0.0,0.353,0.0,0.0
220,47,Algeria,1994,0.0,0.166,0.0,0.0
221,47,Algeria,1995,0.0,0.193,0.0,0.0
222,47,Algeria,1996,0.0,0.135,0.0,0.0
223,47,Algeria,1997,0.0,0.075,0.0,0.0
224,47,Algeria,1998,0.0,0.215,0.0,0.0
225,47,Algeria,1999,0.0,0.203,0.0,0.0
226,47,Algeria,2000,0.0,0.05,0.0,0.0
227,47,Algeria,2001,0.0,0.07,0.0,0.0
228,47,Algeria,2002,0.0,0.06,0.0,0.0
229,47,Algeria,2003,0.0,0.26,0.0,0.0
230,47,Algeria,2004,0.0,0.25,0.0,0.0
231,47,Algeria,2005,0.0,0.55,0.0,0.0
232,47,Algeria,2006,0.0,0.22,0.0,0.0
233,47,Algeria,2007,0.0,0.22,0.0,0.0
234,47,Algeria,2008,0.0,0.28,0.0,0.0
235,47,Algeria,2009,0.0,0.3,0.0,0.0
236,47,Algeria,2010,0.0,0.17,0.0,0.0
237,47,Algeria,2011,0.0,0.5,0.0,0.0
238,47,Algeria,2012,0.0,0.62,0.0,0.0
239,47,Algeria,2013,0.0,0.33,0.0,0.0
240,47,Algeria,2014,0.0,0.25,0.0,0.0
241,47,Algeria,2015,0.02,0.14,0.06,0.0
242,47,Algeria,2016,0.03,0.22,0.09,0.0
243,47,Algeria,2017,0.01,0.06,0.57,0.0
244,47,Algeria,2018,0.01,0.12,0.65,0.0
245,47,Algeria,2019,0.01,0.15,0.68,0.0
246,47,Algeria,2020,0.01,0.05,0.66,0.0
247,47,Algeria,2021,0.01,0.09,0.81,0.0
248,47,Algeria,2022,0.0105,0.07678,0.68177,0.0
249,47,Algeria,1965,,0.4,,
250,47,Algeria,1966,,0.355,,
251,47,Algeria,1967,,0.41,,
252,47,Algeria,1968,,0.563,,
253,47,Algeria,1969,,0.361,,
254,47,Algeria,1970,,0.58,,
255,47,Algeria,1971,,0.33,,
256,47,Algeria,1972,,0.495,,
257,47,Algeria,1973,,0.752,,
258,47,Algeria,1974,,0.497,,
259,47,Algeria,1975,,0.328,,
260,47,Algeria,1976,,0.389,,
261,47,Algeria,1977,,0.269,,
262,47,Algeria,1978,,0.25,,
263,47,Algeria,1979,,0.291,,
264,47,Algeria,1980,,0.257,,
265,47,Algeria,1981,,0.366,,
266,47,Algeria,1982,,0.479,,
267,47,Algeria,1983,,0.235,,
268,47,Algeria,1984,,0.452,,
269,47,Algeria,1985,,0.646,,
270,47,Algeria,1986,,0.25,,
271,47,Algeria,1987,,0.499,,
272,47,Algeria,1988,,0.183,,
273,47,Algeria,1989,,0.226,,
274,199,American Samoa,2000,0.0,0.0,0.0,0.0
275,199,American Samoa,2001,0.0,0.0,0.0,0.0
276,199,American Samoa,2002,0.0,0.0,0.0,0.0
277,199,American Samoa,2003,0.0,0.0,0.0,0.0
278,199,American Samoa,2004,0.0,0.0,0.0,0.0
279,199,American Samoa,2005,0.0,0.0,0.0,0.0
280,199,American Samoa,2006,0.0,0.0,0.0,0.0
281,199,American Samoa,2007,0.0,0.0,0.0,0.0
282,199,American Samoa,2008,0.0,0.0,0.0,0.0
283,199,American Samoa,2009,0.0,0.0,0.0,0.0
284,199,American Samoa,2010,0.0,0.0,0.0,0.0
285,199,American Samoa,2011,0.0,0.0,0.0,0.0
286,199,American Samoa,2012,0.0,0.0,0.0,0.0
287,199,American Samoa,2013,0.0,0.0,0.0,0.0
288,199,American Samoa,2014,0.0,0.0,0.0,0.0
289,199,American Samoa,2015,0.0,0.0,0.0,0.0
290,199,American Samoa,2016,0.0,0.0,0.0,0.0
291,199,American Samoa,2017,0.0,0.0,0.0,0.0
292,199,American Samoa,2018,0.0,0.0,0.0,0.0
293,199,American Samoa,2019,0.0,0.0,0.0,0.0
294,199,American Samoa,2020,0.0,0.0,0.0,0.0
295,199,American Samoa,2021,0.0,0.0,0.0,0.0
296,200,Angola,2000,0.0,0.9,0.0,0.0
297,200,Angola,2001,0.0,1.01,0.0,0.0
298,200,Angola,2002,0.0,1.13,0.0,0.0
299,200,Angola,2003,0.0,1.23,0.0,0.0
300,200,Angola,2004,0.0,1.73,0.0,0.0
301,200,Angola,2005,0.0,2.2,0.0,0.0
302,200,Angola,2006,0.0,2.64,0.0,0.0
303,200,Angola,2007,0.0,2.47,0.0,0.0
304,200,Angola,2008,0.0,3.1,0.0,0.0
305,200,Angola,2009,0.0,3.06,0.0,0.0
306,200,Angola,2010,0.0,3.67,0.01,0.0
307,200,Angola,2011,0.0,3.97,0.01,0.0
308,200,Angola,2012,0.0,3.73,0.01,0.0
309,200,Angola,2013,0.0,4.72,0.01,0.0
310,200,Angola,2014,0.0,4.99,0.02,0.23
311,200,Angola,2015,0.0,5.04,0.02,0.22
312,200,Angola,2016,0.0,5.76,0.02,0.23
313,200,Angola,2017,0.0,7.58,0.02,0.09
314,200,Angola,2018,0.0,9.79,0.02,0.09
315,200,Angola,2019,0.0,10.87,0.02,0.13
316,200,Angola,2020,0.0,11.95,0.02,0.13
317,200,Angola,2021,0.0,11.5,0.02,0.14
318,48,Antigua and Barbuda,2000,0.0,0.0,0.0,0.0
319,48,Antigua and Barbuda,2001,0.0,0.0,0.0,0.0
320,48,Antigua and Barbuda,2002,0.0,0.0,0.0,0.0
321,48,Antigua and Barbuda,2003,0.0,0.0,0.0,0.0
322,48,Antigua and Barbuda,2004,0.0,0.0,0.0,0.0
323,48,Antigua and Barbuda,2005,0.0,0.0,0.0,0.0
324,48,Antigua and Barbuda,2006,0.0,0.0,0.0,0.0
325,48,Antigua and Barbuda,2007,0.0,0.0,0.0,0.0
326,48,Antigua and Barbuda,2008,0.0,0.0,0.0,0.0
327,48,Antigua and Barbuda,2009,0.0,0.0,0.0,0.0
328,48,Antigua and Barbuda,2010,0.0,0.0,0.0,0.0
329,48,Antigua and Barbuda,2011,0.0,0.0,0.0,0.0
330,48,Antigua and Barbuda,2012,0.0,0.0,0.0,0.0
331,48,Antigua and Barbuda,2013,0.0,0.0,0.0,0.0
332,48,Antigua and Barbuda,2014,0.0,0.0,0.0,0.0
333,48,Antigua and Barbuda,2015,0.0,0.0,0.01,0.0
334,48,Antigua and Barbuda,2016,0.0,0.0,0.0,0.0
335,48,Antigua and Barbuda,2017,0.0,0.0,0.01,0.0
336,48,Antigua and Barbuda,2018,0.0,0.0,0.01,0.0
337,48,Antigua and Barbuda,2019,0.0,0.0,0.01,0.0
338,48,Antigua and Barbuda,2020,0.0,0.0,0.02,0.0
339,48,Antigua and Barbuda,2021,0.0,0.0,0.02,0.0
340,2,Argentina,1990,0.0,17.713175,0.0,0.13302182
341,2,Argentina,1991,0.0,15.869253,0.0,0.1310081
342,2,Argentina,1992,0.0,19.16509,0.0,0.12998593
343,2,Argentina,1993,0.0,23.768307,0.0,0.09599508
344,2,Argentina,1994,0.0,27.286676,0.0,0.099004395
345,2,Argentina,1995,0.0,26.503681,0.0,0.119016126
346,2,Argentina,1996,0.009618,22.471685,0.0,0.22302064
347,2,Argentina,1997,0.014592,27.924665,0.0,0.17875852
348,2,Argentina,1998,0.032541,26.475504,1.7e-05,0.20689325
349,2,Argentina,1999,0.034781,21.396791,2.6e-05,0.26199996
350,2,Argentina,2000,0.04,28.49,0.0,0.36
351,2,Argentina,2001,0.05,36.65,0.0,0.34
352,2,Argentina,2002,0.07,35.49,0.0,0.5
353,2,Argentina,2003,0.08,33.47,0.0,0.83
354,2,Argentina,2004,0.07,30.14,0.0,0.82
355,2,Argentina,2005,0.08,33.66,0.0,0.86
356,2,Argentina,2006,0.07,37.57,0.0,1.03
357,2,Argentina,2007,0.06,30.06,0.0,1.06
358,2,Argentina,2008,0.04,30.11,0.0,1.13
359,2,Argentina,2009,0.04,33.53,0.0,1.13
360,2,Argentina,2010,0.03,33.02,0.0,1.36
361,2,Argentina,2011,0.06,31.03,0.0,1.34
362,2,Argentina,2012,0.82,28.71,0.01,1.39
363,2,Argentina,2013,1.01,32.51,0.01,1.5
364,2,Argentina,2014,0.62,32.33,0.02,1.4
365,2,Argentina,2015,0.59,31.94,0.01,1.43
366,2,Argentina,2016,0.54,29.4,0.01,1.07
367,2,Argentina,2017,0.61,31.46,0.02,1.31
368,2,Argentina,2018,1.4,31.96,0.11,1.5
369,2,Argentina,2019,4.95,27.33,0.79,1.56
370,2,Argentina,2020,9.32,24.26,1.33,2.14
371,2,Argentina,2021,12.81,20.19,2.17,2.01
372,2,Argentina,2022,14.02,26.15,2.91,2.07
373,2,Argentina,1965,,1.2251163,,0.0
374,2,Argentina,1966,,1.2409302,,0.0
375,2,Argentina,1967,,1.2706977,,0.0
376,2,Argentina,1968,,1.4976745,,0.0
377,2,Argentina,1969,,1.3432558,,0.0
378,2,Argentina,1970,,1.5571272,,0.05624185
379,2,Argentina,1971,,1.5461483,,0.05899074
380,2,Argentina,1972,,1.5026463,,0.07602739
381,2,Argentina,1973,,2.9974296,,0.05997025
382,2,Argentina,1974,,4.994663,,0.06100323
383,2,Argentina,1975,,5.1947746,,0.063990325
384,2,Argentina,1976,,5.014902,,0.060962547
385,2,Argentina,1977,,5.7667804,,0.064003065
386,2,Argentina,1978,,7.7466183,,0.06397281
387,2,Argentina,1979,,10.656913,,0.09498376
388,2,Argentina,1980,,15.140881,,0.09901763
389,2,Argentina,1981,,14.684794,,0.08701801
390,2,Argentina,1982,,17.592196,,0.1149734
391,2,Argentina,1983,,18.41851,,0.15497561
392,2,Argentina,1984,,19.877867,,0.11498845
393,2,Argentina,1985,,20.653124,,0.12000641
394,2,Argentina,1986,,21.030247,,0.123990245
395,2,Argentina,1987,,21.912518,,0.10598629
396,2,Argentina,1988,,15.259144,,0.12296129
397,2,Argentina,1989,,13.187393,,0.10600155
398,49,Armenia,2000,0.0,1.25,0.0,0.0
399,49,Armenia,2001,0.0,0.96,0.0,0.0
400,49,Armenia,2002,0.0,1.64,0.0,0.0
401,49,Armenia,2003,0.0,1.96,0.0,0.0
402,49,Armenia,2004,0.0,1.98,0.0,0.0
403,49,Armenia,2005,0.0,1.75,0.0,0.0
404,49,Armenia,2006,0.0,1.81,0.0,0.0
405,49,Armenia,2007,0.0,1.83,0.0,0.0
406,49,Armenia,2008,0.0,1.78,0.0,0.0
407,49,Armenia,2009,0.0,2.0,0.0,0.0
408,49,Armenia,2010,0.01,2.53,0.0,0.0
409,49,Armenia,2011,0.0,2.46,0.0,0.0
410,49,Armenia,2012,0.0,2.3,0.0,0.0
411,49,Armenia,2013,0.0,2.15,0.0,0.0
412,49,Armenia,2014,0.0,1.97,0.0,0.0
413,49,Armenia,2015,0.0,2.18,0.0,0.0
414,49,Armenia,2016,0.0,2.33,0.0,0.0
415,49,Armenia,2017,0.0,2.25,0.0,0.0
416,49,Armenia,2018,0.0,2.29,0.02,0.0
417,49,Armenia,2019,0.0,2.35,0.06,0.0
418,49,Armenia,2020,0.0,1.78,0.14,0.0
419,49,Armenia,2021,0.0,2.2,0.09,0.0
420,50,Aruba,2000,0.0,0.0,0.0,0.0
421,50,Aruba,2001,0.0,0.0,0.0,0.0
422,50,Aruba,2002,0.0,0.0,0.0,0.0
423,50,Aruba,2003,0.0,0.0,0.0,0.0
424,50,Aruba,2004,0.0,0.0,0.0,0.0
425,50,Aruba,2005,0.0,0.0,0.0,0.0
426,50,Aruba,2006,0.0,0.0,0.0,0.0
427,50,Aruba,2007,0.0,0.0,0.0,0.0
428,50,Aruba,2008,0.0,0.0,0.0,0.0
429,50,Aruba,2009,0.03,0.0,0.0,0.0
430,50,Aruba,2010,0.11,0.0,0.0,0.0
431,50,Aruba,2011,0.11,0.0,0.0,0.0
432,50,Aruba,2012,0.14,0.0,0.0,0.0
433,50,Aruba,2013,0.15,0.0,0.0,0.0
434,50,Aruba,2014,0.15,0.0,0.01,0.0
435,50,Aruba,2015,0.17,0.0,0.01,0.0
436,50,Aruba,2016,0.13,0.0,0.01,0.0
437,50,Aruba,2017,0.13,0.0,0.01,0.0
438,50,Aruba,2018,0.14,0.0,0.01,0.0
439,50,Aruba,2019,0.14,0.0,0.01,0.0
440,50,Aruba,2020,0.14,0.0,0.01,0.0
441,50,Aruba,2021,0.14,0.0,0.01,0.0
442,3,Asia,1965,0.0,142.90587,0.0,0.1
443,3,Asia,1966,0.0,149.04556,0.0,0.122
444,3,Asia,1967,0.0,139.2507,0.0,0.173
445,3,Asia,1968,0.0,154.78128,0.0,0.179
446,3,Asia,1969,0.0,160.68423,0.0,0.178
447,3,Asia,1970,0.0,164.48134,0.0,0.40870398
448,3,Asia,1971,0.0,179.92075,0.0,0.39761102
449,3,Asia,1972,0.0,186.07146,0.0,0.42359102
450,3,Asia,1973,0.0,172.98293,0.0,0.450998
451,3,Asia,1974,0.0,197.01353,0.0,0.514547
452,3,Asia,1975,0.0,212.23686,0.0,0.598507
453,3,Asia,1976,0.0,218.30035,0.0,0.528553
454,3,Asia,1977,0.0,214.44467,0.0,0.752774
455,3,Asia,1978,0.0,225.85852,0.0,0.967644
456,3,Asia,1979,0.0,244.19711,0.0,1.881672
457,3,Asia,1980,0.0,261.64688,0.0,3.27229
458,3,Asia,1981,0.0,279.014,0.0,5.158717
459,3,Asia,1982,0.0,276.3654,0.0,13.786909
460,3,Asia,1983,0.0,289.0298,0.0,15.969758
461,3,Asia,1984,0.0,289.70355,0.0,17.504143
462,3,Asia,1985,0.0,343.2253,0.0,18.650616
463,3,Asia,1986,0.0,345.83762,0.0,19.50979
464,3,Asia,1987,0.0,358.31186,0.0,19.839085
465,3,Asia,1988,0.0,411.7138,0.0,21.396158
466,3,Asia,1989,0.0,421.20538,0.0,23.113253
467,3,Asia,1990,0.033323232,444.1206,0.004,18.881407
468,3,Asia,1991,0.12300091,449.01508,0.004,19.272646
469,3,Asia,1992,0.22078313,452.27505,0.015500001,19.529099
470,3,Asia,1993,0.3098508,502.67566,0.028500002,19.343426
471,3,Asia,1994,0.578078,498.8318,0.036,22.93912
472,3,Asia,1995,1.1145912,538.50226,0.049510103,27.571014
473,3,Asia,1996,0.9768788,534.9226,0.0725606,28.013805
474,3,Asia,1997,1.1958565,532.8262,0.116365455,31.614063
475,3,Asia,1998,1.4579804,564.8095,0.16731885,33.696968
476,3,Asia,1999,2.029756,550.17346,0.24566661,36.97982
477,3,Asia,2000,2.37,567.84,0.39,46.27
478,3,Asia,2001,3.1799998,614.37,0.53,46.86
479,3,Asia,2002,3.4599998,634.97,0.75,48.699997
480,3,Asia,2003,4.58,661.89,0.99999994,49.47
