Entity,Code,Year,Wind (% equivalent primary energy)
Asia Pacific (EI),,1986,0
Asia Pacific (EI),,1987,0
Asia Pacific (EI),,1988,0
Asia Pacific (EI),,1989,0
Asia Pacific (EI),,1990,0.0004516503
Asia Pacific (EI),,1991,0.0016301033
Asia Pacific (EI),,1992,0.00281739
Asia Pacific (EI),,1993,0.0037832754
Asia Pacific (EI),,1994,0.0067169415
Asia Pacific (EI),,1995,0.012268723
Asia Pacific (EI),,1996,0.010353514
Asia Pacific (EI),,1997,0.012300331
Asia Pacific (EI),,1998,0.01512188
Asia Pacific (EI),,1999,0.020101674
Asia Pacific (EI),,2000,0.024171486
Asia Pacific (EI),,2001,0.03189786
Asia Pacific (EI),,2002,0.03494962
Asia Pacific (EI),,2003,0.04211183
Asia Pacific (EI),,2004,0.065526396
Asia Pacific (EI),,2005,0.079044044
Asia Pacific (EI),,2006,0.11465372
Asia Pacific (EI),,2007,0.14214402
Asia Pacific (EI),,2008,0.20139146
Asia Pacific (EI),,2009,0.2977523
Asia Pacific (EI),,2010,0.4132764
Asia Pacific (EI),,2011,0.5448549
Asia Pacific (EI),,2012,0.6822742
Asia Pacific (EI),,2013,0.8422629
Asia Pacific (EI),,2014,0.9280677
Asia Pacific (EI),,2015,1.0282393
Asia Pacific (EI),,2016,1.2898542
Asia Pacific (EI),,2017,1.5411502
Asia Pacific (EI),,2018,1.7547618
Asia Pacific (EI),,2019,1.8746505
Asia Pacific (EI),,2020,2.1070976
Asia Pacific (EI),,2021,2.7003264
Asia Pacific (EI),,2022,3.0460763
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0.00055578357
Australia,AUS,1994,0.0014711843
Australia,AUS,1995,0.0017932024
Australia,AUS,1996,0.0017421324
Australia,AUS,1997,0.0018218709
Australia,AUS,1998,0.0042706034
Australia,AUS,1999,0.00980081
Australia,AUS,2000,0.030356925
Australia,AUS,2001,0.06409874
Australia,AUS,2002,0.11606854
Australia,AUS,2003,0.15003961
Australia,AUS,2004,0.16311887
Australia,AUS,2005,0.26374424
Australia,AUS,2006,0.41826832
Australia,AUS,2007,0.5354425
Australia,AUS,2008,0.6344686
Australia,AUS,2009,0.8209998
Australia,AUS,2010,0.917014
Australia,AUS,2011,1.1384345
Australia,AUS,2012,1.3788992
Australia,AUS,2013,1.6221951
Australia,AUS,2014,1.6908752
Australia,AUS,2015,1.9896915
Australia,AUS,2016,2.1725485
Australia,AUS,2017,2.194657
Australia,AUS,2018,2.646916
Australia,AUS,2019,3.0547035
Australia,AUS,2020,3.7409682
Australia,AUS,2021,4.40265
Australia,AUS,2022,4.967651
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0
Austria,AUT,1994,0
Austria,AUT,1995,0.0008056545
Austria,AUT,1996,0.0040230704
Austria,AUT,1997,0.015759327
Austria,AUT,1998,0.034899205
Austria,AUT,1999,0.038663477
Austria,AUT,2000,0.050615847
Austria,AUT,2001,0.124652274
Austria,AUT,2002,0.14593922
Austria,AUT,2003,0.25872895
Austria,AUT,2004,0.63719434
Austria,AUT,2005,0.8959731
Austria,AUT,2006,1.1846322
Austria,AUT,2007,1.3981792
Austria,AUT,2008,1.3456249
Austria,AUT,2009,1.3413149
Austria,AUT,2010,1.3634335
Austria,AUT,2011,1.348606
Austria,AUT,2012,1.6285479
Austria,AUT,2013,2.089933
Austria,AUT,2014,2.63896
Austria,AUT,2015,3.3012767
Austria,AUT,2016,3.434908
Austria,AUT,2017,4.19188
Austria,AUT,2018,3.9075098
Austria,AUT,2019,4.5773726
Austria,AUT,2020,4.44688
Austria,AUT,2021,4.3693175
Austria,AUT,2022,4.9501734
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.004481763
Azerbaijan,AZE,2010,0.0010762943
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0014098297
Azerbaijan,AZE,2014,0.0039614895
Azerbaijan,AZE,2015,0.0072019366
Azerbaijan,AZE,2016,0.035800762
Azerbaijan,AZE,2017,0.035151858
Azerbaijan,AZE,2018,0.12754422
Azerbaijan,AZE,2019,0.15473586
Azerbaijan,AZE,2020,0.13783361
Azerbaijan,AZE,2021,0.12222073
Azerbaijan,AZE,2022,0.11183468
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.002218535
Bangladesh,BGD,2007,0.0021526623
Bangladesh,BGD,2008,0.003666016
Bangladesh,BGD,2009,0.0058449893
Bangladesh,BGD,2010,0.005658168
Bangladesh,BGD,2011,0.0051850528
Bangladesh,BGD,2012,0.004743923
Bangladesh,BGD,2013,0.0045151142
Bangladesh,BGD,2014,0.004324918
Bangladesh,BGD,2015,0.0035519367
Bangladesh,BGD,2016,0.003523877
Bangladesh,BGD,2017,0.0033509117
Bangladesh,BGD,2018,0.0031226831
Bangladesh,BGD,2019,0.002774694
Bangladesh,BGD,2020,0.0029274854
Bangladesh,BGD,2021,0.0027728942
Bangladesh,BGD,2022,0.0026573285
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.0010210269
Belarus,BLR,2005,0.0010077119
Belarus,BLR,2006,0.0009417341
Belarus,BLR,2007,0.0009592474
Belarus,BLR,2008,0.000940888
Belarus,BLR,2009,0.0009883554
Belarus,BLR,2010,0.0009063159
Belarus,BLR,2011,0.00366924
Belarus,BLR,2012,0.0050574043
Belarus,BLR,2013,0.007395409
Belarus,BLR,2014,0.008266617
Belarus,BLR,2015,0.039331067
Belarus,BLR,2016,0.07162522
Belarus,BLR,2017,0.09290186
Belarus,BLR,2018,0.085248046
Belarus,BLR,2019,0.14168847
Belarus,BLR,2020,0.16941874
Belarus,BLR,2021,0.15752451
Belarus,BLR,2022,0.16160195
Belgium,BEL,1986,0
Belgium,BEL,1987,0.0030659353
Belgium,BEL,1988,0.0040080915
Belgium,BEL,1989,0.0034813227
Belgium,BEL,1990,0.0033312673
Belgium,BEL,1991,0.0036796795
Belgium,BEL,1992,0.00414848
Belgium,BEL,1993,0.0037478704
Belgium,BEL,1994,0.00400852
Belgium,BEL,1995,0.0039595454
Belgium,BEL,1996,0.0033137035
Belgium,BEL,1997,0.0032797959
Belgium,BEL,1998,0.004423109
Belgium,BEL,1999,0.0052648503
Belgium,BEL,2000,0.006364706
Belgium,BEL,2001,0.014751546
Belgium,BEL,2002,0.022682946
Belgium,BEL,2003,0.03350582
Belgium,BEL,2004,0.053516094
Belgium,BEL,2005,0.08596478
Belgium,BEL,2006,0.13734655
Belgium,BEL,2007,0.18184914
Belgium,BEL,2008,0.2307501
Belgium,BEL,2009,0.3885653
Belgium,BEL,2010,0.46893525
Belgium,BEL,2011,0.8937892
Belgium,BEL,2012,1.1046228
Belgium,BEL,2013,1.4230272
Belgium,BEL,2014,1.921008
Belgium,BEL,2015,2.2831843
Belgium,BEL,2016,2.0448537
Belgium,BEL,2017,2.423494
Belgium,BEL,2018,2.8057218
Belgium,BEL,2019,3.482388
Belgium,BEL,2020,5.069835
Belgium,BEL,2021,4.2516375
Belgium,BEL,2022,4.560808
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.00029199774
Brazil,BRA,1997,0.0005493058
Brazil,BRA,1998,0.00066325814
Brazil,BRA,1999,0.00026230488
Brazil,BRA,2000,0.00012546864
Brazil,BRA,2001,0.0044619804
Brazil,BRA,2002,0.0075761303
Brazil,BRA,2003,0.0073877033
Brazil,BRA,2004,0.0070002754
Brazil,BRA,2005,0.010324933
Brazil,BRA,2006,0.025472619
Brazil,BRA,2007,0.06650731
Brazil,BRA,2008,0.113100894
Brazil,BRA,2009,0.118460596
Brazil,BRA,2010,0.18967468
Brazil,BRA,2011,0.22639562
Brazil,BRA,2012,0.40817997
Brazil,BRA,2013,0.5158977
Brazil,BRA,2014,0.928027
Brazil,BRA,2015,1.6559035
Brazil,BRA,2016,2.6120818
Brazil,BRA,2017,3.2563605
Brazil,BRA,2018,3.689677
Brazil,BRA,2019,4.177147
Brazil,BRA,2020,4.414125
Brazil,BRA,2021,5.2972994
Brazil,BRA,2022,5.713609
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.0013218579
Bulgaria,BGR,2005,0.006061411
Bulgaria,BGR,2006,0.023635658
Bulgaria,BGR,2007,0.057095394
Bulgaria,BGR,2008,0.14885253
Bulgaria,BGR,2009,0.32731208
Bulgaria,BGR,2010,0.8935241
Bulgaria,BGR,2011,1.0568995
Bulgaria,BGR,2012,1.5669416
Bulgaria,BGR,2013,1.8895699
Bulgaria,BGR,2014,1.7039269
Bulgaria,BGR,2015,1.7397506
Bulgaria,BGR,2016,1.7899517
Bulgaria,BGR,2017,1.8346558
Bulgaria,BGR,2018,1.5937434
Bulgaria,BGR,2019,1.6410189
Bulgaria,BGR,2020,1.985611
Bulgaria,BGR,2021,1.6909342
Bulgaria,BGR,2022,1.6854465
CIS (EI),,1965,0
CIS (EI),,1990,0
CIS (EI),,1991,0
CIS (EI),,1992,0
CIS (EI),,1993,0
CIS (EI),,1994,0
CIS (EI),,1995,0
CIS (EI),,1996,0
CIS (EI),,1997,0
CIS (EI),,1998,0
CIS (EI),,1999,0
CIS (EI),,2000,0.00006346851
CIS (EI),,2001,0.00010084375
CIS (EI),,2002,0.00020091287
CIS (EI),,2003,0.00027073902
CIS (EI),,2004,0.0002464862
CIS (EI),,2005,0.00023789874
CIS (EI),,2006,0.00025701252
CIS (EI),,2007,0.00030087202
CIS (EI),,2008,0.00023066092
CIS (EI),,2009,0.000330928
CIS (EI),,2010,0.0002761739
CIS (EI),,2011,0.00033699258
CIS (EI),,2012,0.0004778524
CIS (EI),,2013,0.00056251383
CIS (EI),,2014,0.0032952975
CIS (EI),,2015,0.008783911
CIS (EI),,2016,0.013604206
CIS (EI),,2017,0.015476543
CIS (EI),,2018,0.020205554
CIS (EI),,2019,0.033075556
CIS (EI),,2020,0.06267589
CIS (EI),,2021,0.10847255
CIS (EI),,2022,0.17394793
Canada,CAN,1985,0.00010349022
Canada,CAN,1986,0.00010249836
Canada,CAN,1987,0.00009930773
Canada,CAN,1988,0.000095484254
Canada,CAN,1989,0.00009455162
Canada,CAN,1990,0.00018862798
Canada,CAN,1991,0.00018786333
Canada,CAN,1992,0.0056246924
Canada,CAN,1993,0.005486231
Canada,CAN,1994,0.005284892
Canada,CAN,1995,0.005158733
Canada,CAN,1996,0.0052772434
Canada,CAN,1997,0.0052512307
Canada,CAN,1998,0.0053276466
Canada,CAN,1999,0.013490411
Canada,CAN,2000,0.021402262
Canada,CAN,2001,0.02705783
Canada,CAN,2002,0.03200656
Canada,CAN,2003,0.053922772
Canada,CAN,2004,0.07226943
Canada,CAN,2005,0.118322365
Canada,CAN,2006,0.18655795
Canada,CAN,2007,0.2171548
Canada,CAN,2008,0.27514106
Canada,CAN,2009,0.49891672
Canada,CAN,2010,0.6452982
Canada,CAN,2011,0.72179985
Canada,CAN,2012,0.79407597
Canada,CAN,2013,0.7595796
Canada,CAN,2014,0.86638963
Canada,CAN,2015,1.8002534
Canada,CAN,2016,2.0811446
Canada,CAN,2017,2.0761156
Canada,CAN,2018,2.1725829
Canada,CAN,2019,2.1388242
Canada,CAN,2020,2.4667802
Canada,CAN,2021,2.3661392
Canada,CAN,2022,2.4903805
Central America (EI),,1971,0
Central America (EI),,1972,0
Central America (EI),,1973,0
Central America (EI),,1974,0
Central America (EI),,1975,0
Central America (EI),,1976,0
Central America (EI),,1977,0
Central America (EI),,1978,0
Central America (EI),,1979,0
Central America (EI),,1980,0
Central America (EI),,1981,0
Central America (EI),,1982,0
Central America (EI),,1983,0
Central America (EI),,1984,0
Central America (EI),,1985,0
Central America (EI),,1986,0
Central America (EI),,1987,0
Central America (EI),,1988,0
Central America (EI),,1989,0
Central America (EI),,1990,0
Central America (EI),,1991,0
Central America (EI),,1992,0
Central America (EI),,1993,0
Central America (EI),,1994,0
Central America (EI),,1995,0
Central America (EI),,1996,0.039004177
Central America (EI),,1997,0.12397331
Central America (EI),,1998,0.094771296
Central America (EI),,1999,0.14217989
Central America (EI),,2000,0.24066328
Central America (EI),,2001,0.23758651
Central America (EI),,2002,0.32659546
Central America (EI),,2003,0.28191862
Central America (EI),,2004,0.30024916
Central America (EI),,2005,0.23463579
Central America (EI),,2006,0.2969817
Central America (EI),,2007,0.25042695
Central America (EI),,2008,0.19862309
Central America (EI),,2009,0.42835656
Central America (EI),,2010,0.5054068
Central America (EI),,2011,0.69726264
Central America (EI),,2012,1.0119979
Central America (EI),,2013,1.182797
Central America (EI),,2014,1.7717454
Central America (EI),,2015,2.3943267
Central America (EI),,2016,2.3966534
Central America (EI),,2017,2.2361217
Central America (EI),,2018,3.0179377
Central America (EI),,2019,2.8378217
Central America (EI),,2020,2.5535784
Central America (EI),,2021,2.4862828
Central America (EI),,2022,2.1793253
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0.006562905
Chile,CHL,2002,0.006368997
Chile,CHL,2003,0.0062950407
Chile,CHL,2004,0.0041848077
Chile,CHL,2005,0.0056093982
Chile,CHL,2006,0.005387824
Chile,CHL,2007,0.008575567
Chile,CHL,2008,0.029008038
Chile,CHL,2009,0.062268928
Chile,CHL,2010,0.24810383
Chile,CHL,2011,0.24145222
Chile,CHL,2012,0.2780339
Chile,CHL,2013,0.35903928
Chile,CHL,2014,0.9546349
Chile,CHL,2015,1.3747656
Chile,CHL,2016,1.5127023
Chile,CHL,2017,2.1424966
Chile,CHL,2018,2.027129
Chile,CHL,2019,2.7224152
Chile,CHL,2020,3.3252006
Chile,CHL,2021,4.185797
Chile,CHL,2022,4.9148264
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.00007525239
China,CHN,1991,0.0003224152
China,CHN,1992,0.004425625
China,CHN,1993,0.006632103
China,CHN,1994,0.011294924
China,CHN,1995,0.017599184
China,CHN,1996,0.0025466797
China,CHN,1997,0.0053311824
China,CHN,1998,0.009557452
China,CHN,1999,0.012303074
China,CHN,2000,0.01478206
China,CHN,2001,0.016943244
China,CHN,2002,0.01799755
China,CHN,2003,0.018277893
China,CHN,2004,0.019893477
China,CHN,2005,0.026500847
China,CHN,2006,0.04582375
China,CHN,2007,0.061851494
China,CHN,2008,0.1414803
China,CHN,2009,0.2839612
China,CHN,2010,0.47189695
China,CHN,2011,0.65232575
China,CHN,2012,0.8660932
China,CHN,2013,1.1131431
China,CHN,2014,1.2462394
China,CHN,2015,1.422498
China,CHN,2016,1.8277323
China,CHN,2017,2.2118297
China,CHN,2018,2.5192857
China,CHN,2019,2.6571689
China,CHN,2020,2.95122
China,CHN,2021,3.9113212
China,CHN,2022,4.4910417
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0.044124726
Colombia,COL,2005,0.0423814
Colombia,COL,2006,0.046428405
Colombia,COL,2007,0.035963077
Colombia,COL,2008,0.03709192
Colombia,COL,2009,0.03991295
Colombia,COL,2010,0.02521282
Colombia,COL,2011,0.02565477
Colombia,COL,2012,0.03187063
Colombia,COL,2013,0.032379143
Colombia,COL,2014,0.037263237
Colombia,COL,2015,0.03809214
Colombia,COL,2016,0.025013383
Colombia,COL,2017,0.001486977
Colombia,COL,2018,0.02058138
Colombia,COL,2019,0.02963636
Colombia,COL,2020,0.005185093
Colombia,COL,2021,0.027551962
Colombia,COL,2022,0.032038115
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0.0052137235
Croatia,HRV,2005,0.02620139
Croatia,HRV,2006,0.050081406
Croatia,HRV,2007,0.09099076
Croatia,HRV,2008,0.10394653
Croatia,HRV,2009,0.14214173
Croatia,HRV,2010,0.35661185
Croatia,HRV,2011,0.5870829
Croatia,HRV,2012,1.029058
Croatia,HRV,2013,1.4674499
Croatia,HRV,2014,2.0597708
Croatia,HRV,2015,2.355969
Croatia,HRV,2016,2.8662136
Croatia,HRV,2017,3.380543
Croatia,HRV,2018,3.5993154
Croatia,HRV,2019,4.036774
Croatia,HRV,2020,4.9454274
Croatia,HRV,2021,5.487693
Croatia,HRV,2022,6.336961
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
