Entity,Code,Year,Hydro (% equivalent primary energy)
CIS (EI),,2002,6.718385
CIS (EI),,2003,6.4761295
CIS (EI),,2004,6.947913
CIS (EI),,2005,6.817366
CIS (EI),,2006,6.4840517
CIS (EI),,2007,6.516299
CIS (EI),,2008,5.9136577
CIS (EI),,2009,6.4507008
CIS (EI),,2010,6.119455
CIS (EI),,2011,5.717706
CIS (EI),,2012,5.6193585
CIS (EI),,2013,6.1103697
CIS (EI),,2014,5.798756
CIS (EI),,2015,5.750579
CIS (EI),,2016,6.1247954
CIS (EI),,2017,6.1284933
CIS (EI),,2018,5.954207
CIS (EI),,2019,6.0640516
CIS (EI),,2020,6.5977044
CIS (EI),,2021,6.1317277
CIS (EI),,2022,6.062707
Canada,CAN,1965,25.138649
Canada,CAN,1966,26.194746
Canada,CAN,1967,25.610426
Canada,CAN,1968,24.47401
Canada,CAN,1969,25.521269
Canada,CAN,1970,25.025076
Canada,CAN,1971,24.927824
Canada,CAN,1972,25.893644
Canada,CAN,1973,25.552883
Canada,CAN,1974,26.811583
Canada,CAN,1975,26.15631
Canada,CAN,1976,26.23788
Canada,CAN,1977,25.673887
Canada,CAN,1978,26.918936
Canada,CAN,1979,27.13562
Canada,CAN,1980,27.386648
Canada,CAN,1981,29.179174
Canada,CAN,1982,29.15509
Canada,CAN,1983,30.243269
Canada,CAN,1984,30.586151
Canada,CAN,1985,31.424173
Canada,CAN,1986,31.839462
Canada,CAN,1987,31.401583
Canada,CAN,1988,29.355093
Canada,CAN,1989,27.462393
Canada,CAN,1990,29.061275
Canada,CAN,1991,30.078241
Canada,CAN,1992,30.046766
Canada,CAN,1993,29.96167
Canada,CAN,1994,29.367456
Canada,CAN,1995,29.208872
Canada,CAN,1996,30.181751
Canada,CAN,1997,29.532211
Canada,CAN,1998,28.43158
Canada,CAN,1999,28.729647
Canada,CAN,2000,28.92224
Canada,CAN,2001,27.265171
Canada,CAN,2002,27.602667
Canada,CAN,2003,26.268942
Canada,CAN,2004,25.879213
Canada,CAN,2005,27.322939
Canada,CAN,2006,26.620373
Canada,CAN,2007,26.545849
Canada,CAN,2008,27.41507
Canada,CAN,2009,27.69557
Canada,CAN,2010,25.990713
Canada,CAN,2011,26.61779
Canada,CAN,2012,26.695076
Canada,CAN,2013,26.70103
Canada,CAN,2014,25.855768
Canada,CAN,2015,25.5149
Canada,CAN,2016,25.93145
Canada,CAN,2017,25.995401
Canada,CAN,2018,25.04788
Canada,CAN,2019,24.837273
Canada,CAN,2020,26.661114
Canada,CAN,2021,26.059544
Canada,CAN,2022,26.44217
Central America (EI),,1971,12.135387
Central America (EI),,1972,12.158228
Central America (EI),,1973,11.8444395
Central America (EI),,1974,12.378759
Central America (EI),,1975,10.535983
Central America (EI),,1976,10.533723
Central America (EI),,1977,9.981396
Central America (EI),,1978,12.945506
Central America (EI),,1979,15.266439
Central America (EI),,1980,18.018442
Central America (EI),,1981,18.808403
Central America (EI),,1982,18.29537
Central America (EI),,1983,20.2473
Central America (EI),,1984,21.77606
Central America (EI),,1985,24.00417
Central America (EI),,1986,27.08585
Central America (EI),,1987,26.423323
Central America (EI),,1988,28.282686
Central America (EI),,1989,28.716496
Central America (EI),,1990,29.001417
Central America (EI),,1991,26.6857
Central America (EI),,1992,23.230244
Central America (EI),,1993,24.097647
Central America (EI),,1994,21.976038
Central America (EI),,1995,20.115328
Central America (EI),,1996,22.835491
Central America (EI),,1997,20.902832
Central America (EI),,1998,18.965166
Central America (EI),,1999,21.39395
Central America (EI),,2000,21.133392
Central America (EI),,2001,18.156307
Central America (EI),,2002,18.57196
Central America (EI),,2003,18.48062
Central America (EI),,2004,18.84892
Central America (EI),,2005,19.908405
Central America (EI),,2006,19.62553
Central America (EI),,2007,18.679623
Central America (EI),,2008,20.118887
Central America (EI),,2009,19.158022
Central America (EI),,2010,20.623722
Central America (EI),,2011,19.717733
Central America (EI),,2012,20.106133
Central America (EI),,2013,19.186169
Central America (EI),,2014,18.22454
Central America (EI),,2015,17.17541
Central America (EI),,2016,16.6239
Central America (EI),,2017,18.970861
Central America (EI),,2018,18.335932
Central America (EI),,2019,13.920191
Central America (EI),,2020,18.955929
Central America (EI),,2021,18.602022
Central America (EI),,2022,18.88431
Chile,CHL,1965,16.141762
Chile,CHL,1966,15.867013
Chile,CHL,1967,15.8887
Chile,CHL,1968,13.367759
Chile,CHL,1969,13.999327
Chile,CHL,1970,14.19122
Chile,CHL,1971,14.643456
Chile,CHL,1972,17.124197
Chile,CHL,1973,17.280159
Chile,CHL,1974,19.61724
Chile,CHL,1975,21.754768
Chile,CHL,1976,21.641912
Chile,CHL,1977,21.834806
Chile,CHL,1978,21.855711
Chile,CHL,1979,21.26318
Chile,CHL,1980,21.756618
Chile,CHL,1981,22.400866
Chile,CHL,1982,26.19328
Chile,CHL,1983,27.190681
Chile,CHL,1984,27.179068
Chile,CHL,1985,29.785177
Chile,CHL,1986,30.640852
Chile,CHL,1987,31.642008
Chile,CHL,1988,27.77054
Chile,CHL,1989,21.08986
Chile,CHL,1990,16.983301
Chile,CHL,1991,22.199963
Chile,CHL,1992,25.490206
Chile,CHL,1993,24.807243
Chile,CHL,1994,23.30869
Chile,CHL,1995,23.445688
Chile,CHL,1996,20.295174
Chile,CHL,1997,19.929886
Chile,CHL,1998,16.742573
Chile,CHL,1999,13.696675
Chile,CHL,2000,18.355211
Chile,CHL,2001,20.326242
Chile,CHL,2002,21.096859
Chile,CHL,2003,20.326693
Chile,CHL,2004,17.55054
Chile,CHL,2005,20.494745
Chile,CHL,2006,21.716818
Chile,CHL,2007,17.101208
Chile,CHL,2008,18.464184
Chile,CHL,2009,19.843126
Chile,CHL,2010,16.594456
Chile,CHL,2011,14.668987
Chile,CHL,2012,13.726491
Chile,CHL,2013,13.112807
Chile,CHL,2014,15.244493
Chile,CHL,2015,15.356708
Chile,CHL,2016,12.148515
Chile,CHL,2017,12.602277
Chile,CHL,2018,13.202018
Chile,CHL,2019,11.923765
Chile,CHL,2020,12.892279
Chile,CHL,2021,9.916872
Chile,CHL,2022,11.67507
China,CHN,1965,4.253407
China,CHN,1966,3.9831228
China,CHN,1967,3.818398
China,CHN,1968,4.458871
China,CHN,1969,3.7274022
China,CHN,1970,3.0095923
China,CHN,1971,3.0704048
China,CHN,1972,3.227597
China,CHN,1973,3.417015
China,CHN,1974,3.7493546
China,CHN,1975,3.503824
China,CHN,1976,3.3725686
China,CHN,1977,3.2287142
China,CHN,1978,2.7594638
China,CHN,1979,3.008899
China,CHN,1980,3.566198
China,CHN,1981,4.066497
China,CHN,1982,4.4212723
China,CHN,1983,4.8234906
China,CHN,1984,4.515455
China,CHN,1985,4.441829
China,CHN,1986,4.3385277
China,CHN,1987,4.2555475
China,CHN,1988,4.3230724
China,CHN,1989,4.4680266
China,CHN,1990,4.7211995
China,CHN,1991,4.422177
China,CHN,1992,4.404493
China,CHN,1993,4.7475667
China,CHN,1994,4.9268074
China,CHN,1995,5.443462
China,CHN,1996,5.095832
China,CHN,1997,5.2773314
China,CHN,1998,5.34623
China,CHN,1999,5.10523
China,CHN,2000,5.57329
China,CHN,2001,6.5358973
China,CHN,2002,6.1892962
China,CHN,2003,5.200834
China,CHN,2004,5.504258
China,CHN,2005,5.4064536
China,CHN,2006,5.3799367
China,CHN,2007,5.4777694
China,CHN,2008,6.879183
China,CHN,2009,6.3305817
China,CHN,2010,6.7955904
China,CHN,2011,6.0570784
China,CHN,2012,7.25144
China,CHN,2013,7.3231483
China,CHN,2014,8.266193
China,CHN,2015,8.5423975
China,CHN,2016,8.75139
China,CHN,2017,8.460031
China,CHN,2018,8.2568035
China,CHN,2019,8.342829
China,CHN,2020,8.36153
China,CHN,2021,7.753458
China,CHN,2022,7.6733017
Colombia,COL,1965,10.729045
Colombia,COL,1966,10.590929
Colombia,COL,1967,11.202192
Colombia,COL,1968,12.023638
Colombia,COL,1969,13.203888
Colombia,COL,1970,13.413398
Colombia,COL,1971,14.3879595
Colombia,COL,1972,13.823888
Colombia,COL,1973,15.555398
Colombia,COL,1974,15.7888975
Colombia,COL,1975,18.49091
Colombia,COL,1976,18.636667
Colombia,COL,1977,18.434372
Colombia,COL,1978,20.259813
Colombia,COL,1979,21.386532
Colombia,COL,1980,22.39747
Colombia,COL,1981,21.805794
Colombia,COL,1982,22.638956
Colombia,COL,1983,21.675655
Colombia,COL,1984,23.864668
Colombia,COL,1985,24.847736
Colombia,COL,1986,27.431028
Colombia,COL,1987,27.358034
Colombia,COL,1988,28.875288
Colombia,COL,1989,29.942858
Colombia,COL,1990,32.20238
Colombia,COL,1991,31.634089
Colombia,COL,1992,24.537056
Colombia,COL,1993,28.191275
Colombia,COL,1994,29.96189
Colombia,COL,1995,29.219982
Colombia,COL,1996,30.999842
Colombia,COL,1997,27.200962
Colombia,COL,1998,26.267117
Colombia,COL,1999,30.864147
Colombia,COL,2000,29.002634
Colombia,COL,2001,29.327988
Colombia,COL,2002,31.282988
Colombia,COL,2003,32.495457
Colombia,COL,2004,32.53135
Colombia,COL,2005,33.594112
Colombia,COL,2006,31.37269
Colombia,COL,2007,31.89109
Colombia,COL,2008,31.755478
Colombia,COL,2009,28.244682
Colombia,COL,2010,26.512047
Colombia,COL,2011,30.102682
Colombia,COL,2012,27.645012
Colombia,COL,2013,24.92727
Colombia,COL,2014,23.739466
Colombia,COL,2015,24.891672
Colombia,COL,2016,22.998356
Colombia,COL,2017,27.754253
Colombia,COL,2018,26.840744
Colombia,COL,2019,25.478756
Colombia,COL,2020,25.534704
Colombia,COL,2021,27.564005
Colombia,COL,2022,27.527317
Croatia,HRV,1990,11.488907
Croatia,HRV,1991,19.499157
Croatia,HRV,1992,15.970799
Croatia,HRV,1993,16.015175
Croatia,HRV,1994,18.937447
Croatia,HRV,1995,19.12811
Croatia,HRV,1996,24.670696
Croatia,HRV,1997,18.539722
Croatia,HRV,1998,18.034008
Croatia,HRV,1999,21.217808
Croatia,HRV,2000,19.763016
Croatia,HRV,2001,20.779488
Croatia,HRV,2002,16.806644
Croatia,HRV,2003,14.887468
Croatia,HRV,2004,19.881485
Croatia,HRV,2005,18.43397
Croatia,HRV,2006,17.44148
Croatia,HRV,2007,12.253258
Croatia,HRV,2008,15.057909
Croatia,HRV,2009,19.428835
Croatia,HRV,2010,23.396923
Croatia,HRV,2011,14.697184
Croatia,HRV,2012,15.140718
Croatia,HRV,2013,24.458208
Croatia,HRV,2014,25.412746
Croatia,HRV,2015,18.907743
Croatia,HRV,2016,19.363686
Croatia,HRV,2017,14.901905
Croatia,HRV,2018,20.756304
Croatia,HRV,2019,16.02852
Croatia,HRV,2020,16.274183
Croatia,HRV,2021,18.971104
Croatia,HRV,2022,14.941551
Czechia,CZE,1965,1.4077874
Czechia,CZE,1966,1.3170925
Czechia,CZE,1967,1.2057945
Czechia,CZE,1968,0.89475876
Czechia,CZE,1969,0.7005399
Czechia,CZE,1970,0.9598853
Czechia,CZE,1971,0.64512116
Czechia,CZE,1972,0.6712159
Czechia,CZE,1973,0.57063675
Czechia,CZE,1974,0.9500237
Czechia,CZE,1975,0.91022944
Czechia,CZE,1976,0.7058947
Czechia,CZE,1977,0.9296591
Czechia,CZE,1978,0.8529741
Czechia,CZE,1979,1.0576006
Czechia,CZE,1980,1.1426239
Czechia,CZE,1981,0.9889818
Czechia,CZE,1982,0.8108596
Czechia,CZE,1983,0.80229473
Czechia,CZE,1984,0.6089416
Czechia,CZE,1985,0.782431
Czechia,CZE,1986,0.8687311
Czechia,CZE,1987,1.1157937
Czechia,CZE,1988,0.94598264
Czechia,CZE,1989,0.7638888
Czechia,CZE,1990,0.6279108
Czechia,CZE,1991,0.6470877
Czechia,CZE,1992,0.85835934
Czechia,CZE,1993,0.8452434
Czechia,CZE,1994,0.9254159
Czechia,CZE,1995,1.2175488
Czechia,CZE,1996,1.157697
Czechia,CZE,1997,1.0416167
Czechia,CZE,1998,0.88153166
Czechia,CZE,1999,1.107092
Czechia,CZE,2000,1.0955418
Czechia,CZE,2001,1.243471
Czechia,CZE,2002,1.4943273
Czechia,CZE,2003,0.77949095
Czechia,CZE,2004,1.1023799
Czechia,CZE,2005,1.3114411
Czechia,CZE,2006,1.370585
Czechia,CZE,2007,1.1281261
Czechia,CZE,2008,1.1075332
Czechia,CZE,2009,1.3768348
Czechia,CZE,2010,1.5073338
Czechia,CZE,2011,1.0787939
Czechia,CZE,2012,1.1689076
Czechia,CZE,2013,1.5202682
Czechia,CZE,2014,1.0780026
Czechia,CZE,2015,1.0271431
Czechia,CZE,2016,1.1538222
Czechia,CZE,2017,1.0141768
Czechia,CZE,2018,0.8805229
Czechia,CZE,2019,1.107913
Czechia,CZE,2020,1.2723575
Czechia,CZE,2021,1.3509117
Czechia,CZE,2022,1.175294
Denmark,DNK,1983,0.05210525
Denmark,DNK,1984,0.04619994
Denmark,DNK,1985,0.040319636
Denmark,DNK,1986,0.03798449
Denmark,DNK,1987,0.040502828
Denmark,DNK,1988,0.045683615
Denmark,DNK,1989,0.03458119
Denmark,DNK,1990,0.040995944
Denmark,DNK,1991,0.032255232
Denmark,DNK,1992,0.037549194
Denmark,DNK,1993,0.035156038
Denmark,DNK,1994,0.03886131
Denmark,DNK,1995,0.036777273
Denmark,DNK,1996,0.019686852
Denmark,DNK,1997,0.021587303
Denmark,DNK,1998,0.03182049
Denmark,DNK,1999,0.03665453
Denmark,DNK,2000,0.037756357
Denmark,DNK,2001,0.034181036
Denmark,DNK,2002,0.039204538
Denmark,DNK,2003,0.024088817
Denmark,DNK,2004,0.0316008
Denmark,DNK,2005,0.028307209
Denmark,DNK,2006,0.026467571
Denmark,DNK,2007,0.033414762
Denmark,DNK,2008,0.031991445
Denmark,DNK,2009,0.024598261
Denmark,DNK,2010,0.025135122
Denmark,DNK,2011,0.021730699
Denmark,DNK,2012,0.024054796
Denmark,DNK,2013,0.017601786
Denmark,DNK,2014,0.020457301
Denmark,DNK,2015,0.024923263
Denmark,DNK,2016,0.026078027
Denmark,DNK,2017,0.02392121
Denmark,DNK,2018,0.020028582
Denmark,DNK,2019,0.023268852
Denmark,DNK,2020,0.02618315
Denmark,DNK,2021,0.022653945
Denmark,DNK,2022,0.020169608
Eastern Africa (EI),,1966,17.767115
Eastern Africa (EI),,1967,16.73884
Eastern Africa (EI),,1968,16.596855
Eastern Africa (EI),,1969,16.98054
Eastern Africa (EI),,1970,21.639565
Eastern Africa (EI),,1971,16.878706
Eastern Africa (EI),,1972,19.947287
Eastern Africa (EI),,1973,19.476786
Eastern Africa (EI),,1974,23.684134
Eastern Africa (EI),,1975,25.689194
Eastern Africa (EI),,1976,26.198685
Eastern Africa (EI),,1977,29.521217
Eastern Africa (EI),,1978,28.885422
Eastern Africa (EI),,1979,30.456575
Eastern Africa (EI),,1980,27.930754
Eastern Africa (EI),,1981,29.56346
Eastern Africa (EI),,1982,31.277615
Eastern Africa (EI),,1983,29.962301
Eastern Africa (EI),,1984,29.825026
Eastern Africa (EI),,1985,29.546965
Eastern Africa (EI),,1986,27.85129
Eastern Africa (EI),,1987,24.300774
Eastern Africa (EI),,1988,25.355158
Eastern Africa (EI),,1989,24.659794
Eastern Africa (EI),,1990,25.986767
Eastern Africa (EI),,1991,27.592367
Eastern Africa (EI),,1992,25.336483
Eastern Africa (EI),,1993,24.587397
Eastern Africa (EI),,1994,24.819544
Eastern Africa (EI),,1995,24.789797
Eastern Africa (EI),,1996,24.8458
Eastern Africa (EI),,1997,24.613039
Eastern Africa (EI),,1998,29.470242
Eastern Africa (EI),,1999,30.326132
Eastern Africa (EI),,2000,32.13676
Eastern Africa (EI),,2001,33.24223
Eastern Africa (EI),,2002,35.434788
Eastern Africa (EI),,2003,35.292458
Eastern Africa (EI),,2004,33.413513
Eastern Africa (EI),,2005,32.806503
Eastern Africa (EI),,2006,33.18572
Eastern Africa (EI),,2007,34.13231
Eastern Africa (EI),,2008,33.7655
Eastern Africa (EI),,2009,33.124016
Eastern Africa (EI),,2010,34.05646
Eastern Africa (EI),,2011,33.472565
Eastern Africa (EI),,2012,33.217464
Eastern Africa (EI),,2013,32.382492
Eastern Africa (EI),,2014,31.383307
Eastern Africa (EI),,2015,29.628805
Eastern Africa (EI),,2016,28.257584
Eastern Africa (EI),,2017,27.474693
Eastern Africa (EI),,2018,27.600761
Eastern Africa (EI),,2019,27.316332
Eastern Africa (EI),,2020,30.233278
Eastern Africa (EI),,2021,29.563507
Eastern Africa (EI),,2022,29.362047
Ecuador,ECU,1990,18.208447
Ecuador,ECU,1991,16.781822
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351004
Ecuador,ECU,1995,16.093632
Ecuador,ECU,1996,17.381893
Ecuador,ECU,1997,16.071615
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.61393
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095179
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.725843
Ecuador,ECU,2005,16.324602
Ecuador,ECU,2006,15.887684
Ecuador,ECU,2007,19.035069
Ecuador,ECU,2008,22.148098
Ecuador,ECU,2009,18.428444
Ecuador,ECU,2010,15.445815
Ecuador,ECU,2011,18.653757
Ecuador,ECU,2012,19.291887
Ecuador,ECU,2013,16.759819
Ecuador,ECU,2014,16.461624
Ecuador,ECU,2015,18.754917
Ecuador,ECU,2016,22.618418
Ecuador,ECU,2017,27.464624
Ecuador,ECU,2018,26.571339
Ecuador,ECU,2019,30.796999
Ecuador,ECU,2020,35.021523
Ecuador,ECU,2021,31.534794
Ecuador,ECU,2022,29.365467
Egypt,EGY,1965,5.587894
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956792
Egypt,EGY,1969,16.08243
Egypt,EGY,1970,15.164636
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.63569
Egypt,EGY,1973,15.458054
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923643
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237104
Egypt,EGY,1979,15.267534
Egypt,EGY,1980,13.69403
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225813
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.214404
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208664
Egypt,EGY,1991,7.3963394
Egypt,EGY,1992,7.3806868
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.6767826
Egypt,EGY,1995,7.558946
Egypt,EGY,1996,7.3617535
Egypt,EGY,1997,7.2438493
Egypt,EGY,1998,7.1541777
Egypt,EGY,1999,7.4025416
Egypt,EGY,2000,7.3740945
Egypt,EGY,2001,7.136831
Egypt,EGY,2002,6.693657
Egypt,EGY,2003,5.808853
Egypt,EGY,2004,5.4212604
Egypt,EGY,2005,5.176458
Egypt,EGY,2006,4.9382153
Egypt,EGY,2007,5.123982
Egypt,EGY,2008,5.0996265
Egypt,EGY,2009,4.4637237
Egypt,EGY,2010,4.0169554
Egypt,EGY,2011,3.8200324
Egypt,EGY,2012,3.662838
Egypt,EGY,2013,3.7262003
Egypt,EGY,2014,3.8507195
Egypt,EGY,2015,3.79217
Egypt,EGY,2016,3.4448903
Egypt,EGY,2017,3.1928415
Egypt,EGY,2018,3.204047
Egypt,EGY,2019,3.5423841
Egypt,EGY,2020,3.9788063
Egypt,EGY,2021,3.5490155
Egypt,EGY,2022,3.2535992
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0.022010813
Estonia,EST,2000,0.026645796
Estonia,EST,2001,0.037584007
Estonia,EST,2002,0.02837466
Estonia,EST,2003,0.059088256
Estonia,EST,2004,0.10069702
Estonia,EST,2005,0.09549711
Estonia,EST,2006,0.060320854
Estonia,EST,2007,0.084343486
Estonia,EST,2008,0.115957335
Estonia,EST,2009,0.15219817
Estonia,EST,2010,0.102449626
Estonia,EST,2011,0.11342638
Estonia,EST,2012,0.15671892
Estonia,EST,2013,0.09147746
Estonia,EST,2014,0.09863513
Estonia,EST,2015,0.10596084
Estonia,EST,2016,0.13240866
Estonia,EST,2017,0.088162065
Estonia,EST,2018,0.050961383
Estonia,EST,2019,0.07979829
Estonia,EST,2020,0.13402626
Estonia,EST,2021,0.09765995
Estonia,EST,2022,0.09909717
Europe,,1965,5.863155
Europe,,1966,6.109497
Europe,,1967,5.8416066
Europe,,1968,5.891946
Europe,,1969,5.61954
Europe,,1970,5.595543
Europe,,1971,5.474706
Europe,,1972,5.3363686
Europe,,1973,5.11842
Europe,,1974,5.4647136
Europe,,1975,5.3985357
Europe,,1976,4.917796
Europe,,1977,5.6460934
Europe,,1978,5.622089
Europe,,1979,5.656076
Europe,,1980,5.6637144
Europe,,1981,5.7672863
Europe,,1982,5.617322
Europe,,1983,5.7361727
Europe,,1984,5.783854
Europe,,1985,5.7552557
Europe,,1986,5.5500865
Europe,,1987,5.7243485
Europe,,1988,5.8774123
Europe,,1989,5.353993
Europe,,1990,5.437862
Europe,,1991,5.610888
Europe,,1992,5.980047
Europe,,1993,6.335578
Europe,,1994,6.7146964
Europe,,1995,6.7590466
Europe,,1996,6.2944403
Europe,,1997,6.6273413
Europe,,1998,6.830006
Europe,,1999,6.971684
Europe,,2000,7.1455436
Europe,,2001,7.099243
Europe,,2002,6.4522586
Europe,,2003,5.922534
Europe,,2004,6.2541237
Europe,,2005,6.2350693
Europe,,2006,5.9900393
Europe,,2007,6.1181903
Europe,,2008,6.2695527
Europe,,2009,6.652223
Europe,,2010,6.6932173
Europe,,2011,5.988723
Europe,,2012,6.409176
Europe,,2013,6.9023824
Europe,,2014,7.0097833
Europe,,2015,6.638095
Europe,,2016,6.8021827
Europe,,2017,6.216719
Europe,,2018,6.65131
Europe,,2019,6.357214
Europe,,2020,7.314559
Europe,,2021,7.056032
Europe,,2022,6.3726635
Europe (EI),,1965,7.1991577
Europe (EI),,1966,7.5045505
Europe (EI),,1967,7.2880125
Europe (EI),,1968,7.0800176
Europe (EI),,1969,6.4990454
Europe (EI),,1970,6.3808174
Europe (EI),,1971,6.275817
Europe (EI),,1972,6.233962
Europe (EI),,1973,5.9841857
Europe (EI),,1974,6.55814
Europe (EI),,1975,6.759924
Europe (EI),,1976,5.916931
Europe (EI),,1977,7.0416155
Europe (EI),,1978,6.771468
Europe (EI),,1979,6.8658447
Europe (EI),,1980,6.8296022
Europe (EI),,1981,7.093387
Europe (EI),,1982,7.164996
Europe (EI),,1983,7.3084064
Europe (EI),,1984,7.1973085
Europe (EI),,1985,6.235525
Europe (EI),,1986,5.9271626
Europe (EI),,1987,6.3265705
Europe (EI),,1988,6.7074513
Europe (EI),,1989,5.8637595
Europe (EI),,1990,5.9057226
Europe (EI),,1991,6.099742
Europe (EI),,1992,6.5135093
Europe (EI),,1993,6.8848557
Europe (EI),,1994,7.116069
Europe (EI),,1995,7.0694866
Europe (EI),,1996,6.6967225
Europe (EI),,1997,6.960058
Europe (EI),,1998,7.2190285
Europe (EI),,1999,7.313862
Europe (EI),,2000,7.46419
Europe (EI),,2001,7.2675877
Europe (EI),,2002,6.683143
Europe (EI),,2003,6.134788
Europe (EI),,2004,6.463379
Europe (EI),,2005,6.4006763
Europe (EI),,2006,6.1994348
Europe (EI),,2007,6.231012
Europe (EI),,2008,6.550059
Europe (EI),,2009,6.8757796
Europe (EI),,2010,7.2589254
Europe (EI),,2011,6.4650216
Europe (EI),,2012,7.0706687
Europe (EI),,2013,7.5044966
Europe (EI),,2014,7.5416484
Europe (EI),,2015,7.347072
Europe (EI),,2016,7.392256
Europe (EI),,2017,6.5233154
Europe (EI),,2018,7.142842
Europe (EI),,2019,7.0204916
Europe (EI),,2020,7.886353
Europe (EI),,2021,7.4301972
Europe (EI),,2022,6.666724
European Union (27),,1965,6.651123
European Union (27),,1966,6.996531
European Union (27),,1967,6.5187955
European Union (27),,1968,6.2053165
European Union (27),,1969,5.6261706
European Union (27),,1970,5.530206
European Union (27),,1971,5.3253617
European Union (27),,1972,5.3023224
European Union (27),,1973,4.98969
European Union (27),,1974,5.4424105
European Union (27),,1975,5.5100927
European Union (27),,1976,4.524185
European Union (27),,1977,5.9306793
European Union (27),,1978,5.5472445
European Union (27),,1979,5.6108603
European Union (27),,1980,5.4124823
European Union (27),,1981,5.4997883
European Union (27),,1982,5.537961
European Union (27),,1983,5.62328
European Union (27),,1984,5.5348034
European Union (27),,1985,5.366955
European Union (27),,1986,4.997806
European Union (27),,1987,5.3758645
European Union (27),,1988,5.628459
European Union (27),,1989,4.589378
European Union (27),,1990,4.8164845
European Union (27),,1991,5.0618963
European Union (27),,1992,5.37743
European Union (27),,1993,5.5575895
European Union (27),,1994,5.742707
European Union (27),,1995,5.5871677
European Union (27),,1996,5.396444
European Union (27),,1997,5.5770345
European Union (27),,1998,5.6979876
European Union (27),,1999,5.6880336
European Union (27),,2000,5.8532705
European Union (27),,2001,6.0126476
European Union (27),,2002,5.0657926
European Union (27),,2003,4.786386
European Union (27),,2004,4.979412
European Union (27),,2005,4.6681805
European Union (27),,2006,4.658775
European Union (27),,2007,4.6578484
European Union (27),,2008,4.921202
European Union (27),,2009,5.24304
European Union (27),,2010,5.670146
European Union (27),,2011,4.773329
European Union (27),,2012,5.159151
European Union (27),,2013,5.7328696
European Union (27),,2014,5.9370494
European Union (27),,2015,5.290268
European Union (27),,2016,5.3539863
European Union (27),,2017,4.4634466
European Union (27),,2018,5.1904774
European Union (27),,2019,4.86605
European Union (27),,2020,5.7122197
European Union (27),,2021,5.426855
European Union (27),,2022,4.4663506
Finland,FIN,1974,18.06427
Finland,FIN,1975,17.08967
Finland,FIN,1976,12.514575
Finland,FIN,1977,15.202661
Finland,FIN,1978,11.782436
Finland,FIN,1979,12.09141
Finland,FIN,1980,11.415307
Finland,FIN,1981,15.10919
Finland,FIN,1982,14.666411
Finland,FIN,1983,15.36475
Finland,FIN,1984,14.383723
Finland,FIN,1985,12.764181
Finland,FIN,1986,12.675926
Finland,FIN,1987,13.406022
Finland,FIN,1988,13.070462
Finland,FIN,1989,12.690623
Finland,FIN,1990,9.933505
Finland,FIN,1991,11.798173
Finland,FIN,1992,13.550077
Finland,FIN,1993,11.984088
Finland,FIN,1994,9.985233
Finland,FIN,1995,11.486606
Finland,FIN,1996,10.092671
Finland,FIN,1997,10.272824
Finland,FIN,1998,12.218622
Finland,FIN,1999,10.581102
Finland,FIN,2000,12.071366
Finland,FIN,2001,10.573499
Finland,FIN,2002,8.529307
Finland,FIN,2003,7.0430837
Finland,FIN,2004,11.04258
Finland,FIN,2005,11.038891
Finland,FIN,2006,8.527552
Finland,FIN,2007,10.488896
Finland,FIN,2008,13.049298
Finland,FIN,2009,10.380811
Finland,FIN,2010,9.659822
Finland,FIN,2011,9.811179
Finland,FIN,2012,13.577752
Finland,FIN,2013,10.237126
Finland,FIN,2014,11.004058
Finland,FIN,2015,13.730179
Finland,FIN,2016,12.65997
Finland,FIN,2017,12.01383
Finland,FIN,2018,10.541274
Finland,FIN,2019,10.012781
Finland,FIN,2020,13.319948
Finland,FIN,2021,12.921069
Finland,FIN,2022,10.901491
France,FRA,1965,10.584985
France,FRA,1966,11.509578
France,FRA,1967,9.401878
France,FRA,1968,9.896673
France,FRA,1969,9.429018
