Entity,Code,Year,Wind energy capacity
Denmark,DNK,2008,3.16287
Denmark,DNK,2009,3.482087
Denmark,DNK,2010,3.801829
Denmark,DNK,2011,3.9519810000000004
Denmark,DNK,2012,4.161941
Denmark,DNK,2013,4.818923
Denmark,DNK,2014,4.8864030000000005
Denmark,DNK,2015,5.0769660000000005
Denmark,DNK,2016,5.2451419999999995
Denmark,DNK,2017,5.488949
Denmark,DNK,2018,6.12266
Denmark,DNK,2019,6.110543
Denmark,DNK,2020,6.2670330000000005
Denmark,DNK,2021,7.020840000000001
Denmark,DNK,2022,7.08784
Djibouti,DJI,2021,0.02
Djibouti,DJI,2022,0.02
Dominica,DMA,2008,0.00001
Dominica,DMA,2009,0.00001
Dominica,DMA,2010,0.00024
Dominica,DMA,2011,0.00024
Dominica,DMA,2012,0.00024
Dominica,DMA,2013,0.00024
Dominica,DMA,2014,0.00024
Dominica,DMA,2015,0.00024
Dominica,DMA,2016,0.00024
Dominica,DMA,2017,0.00024
Dominica,DMA,2018,0.00024
Dominica,DMA,2019,0.00024
Dominica,DMA,2020,0.00024
Dominica,DMA,2021,0.00024
Dominica,DMA,2022,0.00024
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0.03345
Dominican Republic,DOM,2012,0.08545
Dominican Republic,DOM,2013,0.08545
Dominican Republic,DOM,2014,0.08545
Dominican Republic,DOM,2015,0.08545
Dominican Republic,DOM,2016,0.13495
Dominican Republic,DOM,2017,0.13495
Dominican Republic,DOM,2018,0.18295
Dominican Republic,DOM,2019,0.36995
Dominican Republic,DOM,2020,0.3703
Dominican Republic,DOM,2021,0.3703
Dominican Republic,DOM,2022,0.41705000000000003
Ecuador,ECU,2007,0.0024
Ecuador,ECU,2008,0.0024
Ecuador,ECU,2009,0.0024
Ecuador,ECU,2010,0.0024
Ecuador,ECU,2011,0.0024
Ecuador,ECU,2012,0.0024
Ecuador,ECU,2013,0.0189
Ecuador,ECU,2014,0.02115
Ecuador,ECU,2015,0.02115
Ecuador,ECU,2016,0.02115
Ecuador,ECU,2017,0.02115
Ecuador,ECU,2018,0.02115
Ecuador,ECU,2019,0.02115
Ecuador,ECU,2020,0.02115
Ecuador,ECU,2021,0.02115
Ecuador,ECU,2022,0.02115
Egypt,EGY,2000,0.074
Egypt,EGY,2001,0.074
Egypt,EGY,2002,0.074
Egypt,EGY,2003,0.074
Egypt,EGY,2004,0.15
Egypt,EGY,2005,0.15
Egypt,EGY,2006,0.23500000000000001
Egypt,EGY,2007,0.315
Egypt,EGY,2008,0.395
Egypt,EGY,2009,0.44
Egypt,EGY,2010,0.555
Egypt,EGY,2011,0.555
Egypt,EGY,2012,0.555
Egypt,EGY,2013,0.555
Egypt,EGY,2014,0.555
Egypt,EGY,2015,0.755
Egypt,EGY,2016,0.755
Egypt,EGY,2017,0.755
Egypt,EGY,2018,1.1300000000000001
Egypt,EGY,2019,1.1320000000000001
Egypt,EGY,2020,1.3800000000000001
Egypt,EGY,2021,1.6400000000000001
Egypt,EGY,2022,1.6425
El Salvador,SLV,2020,0.036000000000000004
El Salvador,SLV,2021,0.054
El Salvador,SLV,2022,0.054
Eritrea,ERI,2007,0.000825
Eritrea,ERI,2008,0.000825
Eritrea,ERI,2009,0.000825
Eritrea,ERI,2010,0.000825
Eritrea,ERI,2011,0.000825
Eritrea,ERI,2012,0.000825
Eritrea,ERI,2013,0.000825
Eritrea,ERI,2014,0.000825
Eritrea,ERI,2015,0.000825
Eritrea,ERI,2016,0.000825
Eritrea,ERI,2017,0.000825
Eritrea,ERI,2018,0.000825
Eritrea,ERI,2019,0.000825
Eritrea,ERI,2020,0.000825
Eritrea,ERI,2021,0.000825
Eritrea,ERI,2022,0.000825
Estonia,EST,2002,0.001
Estonia,EST,2003,0.003
Estonia,EST,2004,0.007
Estonia,EST,2005,0.031
Estonia,EST,2006,0.031
Estonia,EST,2007,0.05
Estonia,EST,2008,0.077
Estonia,EST,2009,0.10400000000000001
Estonia,EST,2010,0.108
Estonia,EST,2011,0.18
Estonia,EST,2012,0.266
Estonia,EST,2013,0.248
Estonia,EST,2014,0.275
Estonia,EST,2015,0.3
Estonia,EST,2016,0.31
Estonia,EST,2017,0.3118
Estonia,EST,2018,0.31
Estonia,EST,2019,0.316
Estonia,EST,2020,0.317
Estonia,EST,2021,0.315
Estonia,EST,2022,0.315
Ethiopia,ETH,2011,0.081
Ethiopia,ETH,2012,0.081
Ethiopia,ETH,2013,0.171
Ethiopia,ETH,2014,0.171
Ethiopia,ETH,2015,0.324
Ethiopia,ETH,2016,0.32400599999999996
Ethiopia,ETH,2017,0.32400599999999996
Ethiopia,ETH,2018,0.32400599999999996
Ethiopia,ETH,2019,0.32400599999999996
Ethiopia,ETH,2020,0.32400599999999996
Ethiopia,ETH,2021,0.32400599999999996
Ethiopia,ETH,2022,0.404006
Eurasia (IRENA),,2000,0.022
Eurasia (IRENA),,2001,0.022
Eurasia (IRENA),,2002,0.026000000000000002
Eurasia (IRENA),,2003,0.028
Eurasia (IRENA),,2004,0.028
Eurasia (IRENA),,2005,0.03364
Eurasia (IRENA),,2006,0.07164
Eurasia (IRENA),,2007,0.15864
Eurasia (IRENA),,2008,0.37664
Eurasia (IRENA),,2009,0.80664
Eurasia (IRENA),,2010,1.33464
Eurasia (IRENA),,2011,1.74364
Eurasia (IRENA),,2012,2.27564
Eurasia (IRENA),,2013,2.7753400000000004
Eurasia (IRENA),,2014,3.64534
Eurasia (IRENA),,2015,4.5245
Eurasia (IRENA),,2016,5.8005249999999995
Eurasia (IRENA),,2017,6.565675000000001
Eurasia (IRENA),,2018,7.146211
Eurasia (IRENA),,2019,7.782981
Eurasia (IRENA),,2020,9.86762
Eurasia (IRENA),,2021,12.65192
Eurasia (IRENA),,2022,13.71212
Europe,,2000,12.733915000000001
Europe,,2001,17.395934
Europe,,2002,23.295111000000002
Europe,,2003,28.161945
Europe,,2004,34.329367
Europe,,2005,40.69429
Europe,,2006,47.928902
Europe,,2007,56.350809999999996
Europe,,2008,64.065293
Europe,,2009,75.81754
Europe,,2010,84.93001600000001
Europe,,2011,94.72394
Europe,,2012,107.20245
Europe,,2013,118.179625
Europe,,2014,130.2082
Europe,,2015,143.0263
Europe,,2016,155.73802
Europe,,2017,170.62716
Europe,,2018,181.839
Europe,,2019,196.2056
Europe,,2020,208.85566
Europe,,2021,223.98916
Europe,,2022,242.8417
Europe (IRENA),,2000,12.730915000000001
Europe (IRENA),,2001,17.392934
Europe (IRENA),,2002,23.288111
Europe (IRENA),,2003,28.152945
Europe (IRENA),,2004,34.320367
Europe (IRENA),,2005,40.684290000000004
Europe (IRENA),,2006,47.9189
Europe (IRENA),,2007,56.34081
Europe (IRENA),,2008,64.055293
Europe (IRENA),,2009,75.80753999999999
Europe (IRENA),,2010,84.920016
Europe (IRENA),,2011,94.71394000000001
Europe (IRENA),,2012,107.19245
Europe (IRENA),,2013,118.169625
Europe (IRENA),,2014,130.19819999999999
Europe (IRENA),,2015,143.0154
Europe (IRENA),,2016,155.72710999999998
Europe (IRENA),,2017,170.61627
Europe (IRENA),,2018,181.7871
Europe (IRENA),,2019,196.10369
Europe (IRENA),,2020,207.91036
Europe (IRENA),,2021,222.03416
Europe (IRENA),,2022,240.6237
European Union (27),,2000,12.304815000000001
European Union (27),,2001,16.852254000000002
European Union (27),,2002,22.61523
European Union (27),,2003,27.270016000000002
European Union (27),,2004,33.17813700000001
European Union (27),,2005,38.79073
European Union (27),,2006,45.621266000000006
European Union (27),,2007,53.453727
European Union (27),,2008,60.149215
European Union (27),,2009,70.89045
European Union (27),,2010,78.976336
European Union (27),,2011,87.44586
European Union (27),,2012,97.18437
European Union (27),,2013,105.66655
European Union (27),,2014,115.65852000000001
European Union (27),,2015,127.21668
European Union (27),,2016,138.0188
European Union (27),,2017,148.95628
European Union (27),,2018,157.25548
European Union (27),,2019,167.21097
European Union (27),,2020,177.13212
European Union (27),,2021,188.45284
European Union (27),,2022,204.12202
Falkland Islands,FLK,2000,0.00026000000000000003
Falkland Islands,FLK,2001,0.00026000000000000003
Falkland Islands,FLK,2002,0.00026000000000000003
Falkland Islands,FLK,2003,0.00026000000000000003
Falkland Islands,FLK,2004,0.00026000000000000003
Falkland Islands,FLK,2005,0.00026000000000000003
Falkland Islands,FLK,2006,0.00026000000000000003
Falkland Islands,FLK,2007,0.00125
Falkland Islands,FLK,2008,0.00133
Falkland Islands,FLK,2009,0.00133
Falkland Islands,FLK,2010,0.00133
Falkland Islands,FLK,2011,0.00133
Falkland Islands,FLK,2012,0.00133
Falkland Islands,FLK,2013,0.00133
Falkland Islands,FLK,2014,0.00133
Falkland Islands,FLK,2015,0.00133
Falkland Islands,FLK,2016,0.00133
Falkland Islands,FLK,2017,0.00133
Falkland Islands,FLK,2018,0.00133
Falkland Islands,FLK,2019,0.00331
Falkland Islands,FLK,2020,0.00331
Falkland Islands,FLK,2021,0.00331
Falkland Islands,FLK,2022,0.00331
Faroe Islands,FRO,2000,0.00015
Faroe Islands,FRO,2001,0.00015
Faroe Islands,FRO,2002,0.00015
Faroe Islands,FRO,2003,0.00213
Faroe Islands,FRO,2004,0.00213
Faroe Islands,FRO,2005,0.004110000000000001
Faroe Islands,FRO,2006,0.004110000000000001
Faroe Islands,FRO,2007,0.004110000000000001
Faroe Islands,FRO,2008,0.004110000000000001
Faroe Islands,FRO,2009,0.004110000000000001
Faroe Islands,FRO,2010,0.004110000000000001
Faroe Islands,FRO,2011,0.004110000000000001
Faroe Islands,FRO,2012,0.00861
Faroe Islands,FRO,2013,0.00861
Faroe Islands,FRO,2014,0.020309999999999998
Faroe Islands,FRO,2015,0.020309999999999998
Faroe Islands,FRO,2016,0.020309999999999998
Faroe Islands,FRO,2017,0.020309999999999998
Faroe Islands,FRO,2018,0.016350000000000003
Faroe Islands,FRO,2019,0.012750000000000001
Faroe Islands,FRO,2020,0.01905
Faroe Islands,FRO,2021,0.0225
Faroe Islands,FRO,2022,0.0225
Fiji,FJI,2000,0.00006
Fiji,FJI,2001,0.00006
Fiji,FJI,2002,0.00006
Fiji,FJI,2003,0.00006
Fiji,FJI,2004,0
Fiji,FJI,2005,0
Fiji,FJI,2006,0
Fiji,FJI,2007,0.010175000000000002
Fiji,FJI,2008,0.010175000000000002
Fiji,FJI,2009,0.010175000000000002
Fiji,FJI,2010,0.010175000000000002
Fiji,FJI,2011,0.010175000000000002
Fiji,FJI,2012,0.010175000000000002
Fiji,FJI,2013,0.010175000000000002
Fiji,FJI,2014,0.010175000000000002
Fiji,FJI,2015,0.010175000000000002
Fiji,FJI,2016,0.010175000000000002
Fiji,FJI,2017,0.010175000000000002
Fiji,FJI,2018,0.010175000000000002
Fiji,FJI,2019,0.010175000000000002
Fiji,FJI,2020,0.010175000000000002
Fiji,FJI,2021,0.010175000000000002
Fiji,FJI,2022,0.010175000000000002
Finland,FIN,2000,0.038
Finland,FIN,2001,0.039
Finland,FIN,2002,0.043000000000000003
Finland,FIN,2003,0.052000000000000005
Finland,FIN,2004,0.082
Finland,FIN,2005,0.082
Finland,FIN,2006,0.08600000000000001
Finland,FIN,2007,0.11
Finland,FIN,2008,0.14300000000000002
Finland,FIN,2009,0.147
Finland,FIN,2010,0.197
Finland,FIN,2011,0.199
Finland,FIN,2012,0.257
Finland,FIN,2013,0.447
Finland,FIN,2014,0.627
Finland,FIN,2015,1.0050000000000001
Finland,FIN,2016,1.565
Finland,FIN,2017,2.044
Finland,FIN,2018,2.041
Finland,FIN,2019,2.2840000000000003
Finland,FIN,2020,2.586
Finland,FIN,2021,3.257
Finland,FIN,2022,5.614
France,FRA,2000,0.038
France,FRA,2001,0.066
France,FRA,2002,0.138
France,FRA,2003,0.218
France,FRA,2004,0.358
France,FRA,2005,0.6900000000000001
France,FRA,2006,1.412
France,FRA,2007,2.223
France,FRA,2008,3.403
France,FRA,2009,4.582
France,FRA,2010,5.912
France,FRA,2011,6.758016
France,FRA,2012,7.607496
France,FRA,2013,8.155961
France,FRA,2014,9.201424999999999
France,FRA,2015,10.298176999999999
France,FRA,2016,11.566562
France,FRA,2017,13.499352000000002
France,FRA,2018,14.900143
France,FRA,2019,16.426852
France,FRA,2020,17.513998
France,FRA,2021,18.739978999999998
France,FRA,2022,21.119979
French Polynesia,PYF,2000,0.00012
French Polynesia,PYF,2001,0.00012
French Polynesia,PYF,2002,0.00012
French Polynesia,PYF,2003,0.00012
French Polynesia,PYF,2004,0.000135
French Polynesia,PYF,2005,0.000135
French Polynesia,PYF,2006,0.000135
French Polynesia,PYF,2007,0.000158
French Polynesia,PYF,2008,0.000368
French Polynesia,PYF,2009,0.000368
French Polynesia,PYF,2010,0.000248
French Polynesia,PYF,2011,0.000248
French Polynesia,PYF,2012,0.000248
French Polynesia,PYF,2013,0.000248
French Polynesia,PYF,2014,0.000248
French Polynesia,PYF,2015,0.000248
French Polynesia,PYF,2016,0.000248
French Polynesia,PYF,2017,0.000248
French Polynesia,PYF,2018,0.000248
French Polynesia,PYF,2019,0.000248
French Polynesia,PYF,2020,0.000248
French Polynesia,PYF,2021,0.000248
French Polynesia,PYF,2022,0.000248
Gambia,GMB,2009,0.00015
Gambia,GMB,2010,0.00015
Gambia,GMB,2011,0.00015
Gambia,GMB,2012,0.0010500000000000002
Gambia,GMB,2013,0.0010500000000000002
Gambia,GMB,2014,0.001214
Gambia,GMB,2015,0.001214
Gambia,GMB,2016,0.001214
Gambia,GMB,2017,0.001214
Gambia,GMB,2018,0.001214
Gambia,GMB,2019,0.001214
Gambia,GMB,2020,0.001214
Gambia,GMB,2021,0.001214
Gambia,GMB,2022,0.001214
Georgia,GEO,2016,0.02
Georgia,GEO,2017,0.02
Georgia,GEO,2018,0.02
Georgia,GEO,2019,0.021
Georgia,GEO,2020,0.021
Georgia,GEO,2021,0.021
Georgia,GEO,2022,0.029
Germany,DEU,2000,6.095
Germany,DEU,2001,8.754
Germany,DEU,2002,12.001
Germany,DEU,2003,14.381
Germany,DEU,2004,16.419
Germany,DEU,2005,18.248
Germany,DEU,2006,20.474
Germany,DEU,2007,22.116
Germany,DEU,2008,22.794
Germany,DEU,2009,25.732
Germany,DEU,2010,26.903000000000002
Germany,DEU,2011,28.712
Germany,DEU,2012,30.979
Germany,DEU,2013,33.477000000000004
Germany,DEU,2014,38.614000000000004
Germany,DEU,2015,44.58
Germany,DEU,2016,49.435
Germany,DEU,2017,55.58
Germany,DEU,2018,58.721000000000004
Germany,DEU,2019,60.742000000000004
Germany,DEU,2020,62.201
Germany,DEU,2021,63.833
Germany,DEU,2022,66.315
Ghana,GHA,2015,0.00002
Ghana,GHA,2016,0.00002
Ghana,GHA,2017,0.00002
Ghana,GHA,2018,0.00002
Ghana,GHA,2019,0.00002
Ghana,GHA,2020,0.00002
Ghana,GHA,2021,0.00002
Ghana,GHA,2022,0.00002
Greece,GRC,2000,0.226
Greece,GRC,2001,0.27
Greece,GRC,2002,0.28700000000000003
Greece,GRC,2003,0.371
Greece,GRC,2004,0.47000000000000003
Greece,GRC,2005,0.491
Greece,GRC,2006,0.749
Greece,GRC,2007,0.846
Greece,GRC,2008,1.022
Greece,GRC,2009,1.171
Greece,GRC,2010,1.298
Greece,GRC,2011,1.6400000000000001
Greece,GRC,2012,1.7530000000000001
Greece,GRC,2013,1.809
Greece,GRC,2014,1.978
Greece,GRC,2015,2.091
Greece,GRC,2016,2.37
Greece,GRC,2017,2.624
Greece,GRC,2018,2.877495
Greece,GRC,2019,3.589
Greece,GRC,2020,4.11925
Greece,GRC,2021,4.64913
Greece,GRC,2022,4.87913
Greenland,GRL,2018,0.00005
Greenland,GRL,2019,0.00005
Greenland,GRL,2020,0.00005
Greenland,GRL,2021,0.00005
Greenland,GRL,2022,0.00005
Grenada,GRD,2007,0
Grenada,GRD,2008,0.00008
Grenada,GRD,2009,0.00008
Grenada,GRD,2010,0.00008
Grenada,GRD,2011,0.00008
Grenada,GRD,2012,0.00008
Grenada,GRD,2013,0.00008
Grenada,GRD,2014,0.00008
Grenada,GRD,2015,0.00008
Grenada,GRD,2016,0.00008
Grenada,GRD,2017,0.00008
Grenada,GRD,2018,0.00008
Grenada,GRD,2019,0.00008
Grenada,GRD,2020,0.00008
Grenada,GRD,2021,0.00008
Grenada,GRD,2022,0.00008
Guadeloupe,GLP,2000,0.0073
Guadeloupe,GLP,2001,0.0073
Guadeloupe,GLP,2002,0.0106
Guadeloupe,GLP,2003,0.0187
Guadeloupe,GLP,2004,0.0187
Guadeloupe,GLP,2005,0.0187
Guadeloupe,GLP,2006,0.0206
Guadeloupe,GLP,2007,0.022
Guadeloupe,GLP,2008,0.022
Guadeloupe,GLP,2009,0.022
Guadeloupe,GLP,2010,0.0234
Guadeloupe,GLP,2011,0.0234
Guadeloupe,GLP,2012,0.0234
Guadeloupe,GLP,2013,0.0234
Guadeloupe,GLP,2014,0.0234
Guadeloupe,GLP,2015,0.027
Guadeloupe,GLP,2016,0.0264
Guadeloupe,GLP,2017,0.0264
Guadeloupe,GLP,2018,0.0264
Guadeloupe,GLP,2019,0.0424
Guadeloupe,GLP,2020,0.041675
Guadeloupe,GLP,2021,0.051575
Guadeloupe,GLP,2022,0.051575
Guam,GUM,2016,0.000275
Guam,GUM,2017,0.000275
Guam,GUM,2018,0.000275
Guam,GUM,2019,0.000275
Guam,GUM,2020,0.000275
Guam,GUM,2021,0.000275
Guam,GUM,2022,0.000275
Guatemala,GTM,2015,0.07590000000000001
Guatemala,GTM,2016,0.07590000000000001
Guatemala,GTM,2017,0.07590000000000001
Guatemala,GTM,2018,0.10740000000000001
Guatemala,GTM,2019,0.10740000000000001
Guatemala,GTM,2020,0.10740000000000001
Guatemala,GTM,2021,0.10740000000000001
Guatemala,GTM,2022,0.10740000000000001
Guyana,GUY,2000,0.00001
Guyana,GUY,2001,0.00001
Guyana,GUY,2002,0.00001
Guyana,GUY,2003,0.00001
Guyana,GUY,2004,0.00001
Guyana,GUY,2005,0.00001
Guyana,GUY,2006,0.00001
Guyana,GUY,2007,0.00001
Guyana,GUY,2008,0.00001
Guyana,GUY,2009,0.00001
Guyana,GUY,2010,0.00001
Guyana,GUY,2011,0.00001
Guyana,GUY,2012,0.00001
Guyana,GUY,2013,0.00003
Guyana,GUY,2014,0.00004
Guyana,GUY,2015,0.00008
Guyana,GUY,2016,0.00008
Guyana,GUY,2017,0.00008
Guyana,GUY,2018,0.00008
Guyana,GUY,2019,0.00008
Guyana,GUY,2020,0.00008
Guyana,GUY,2021,0.00008
Guyana,GUY,2022,0.00008
Haiti,HTI,2018,0.000024
Haiti,HTI,2019,0.000024
Haiti,HTI,2020,0.000024
Haiti,HTI,2021,0.000024
Haiti,HTI,2022,0.000024
High-income countries,,2000,15.3734
High-income countries,,2001,21.672418
High-income countries,,2002,28.303836
High-income countries,,2003,35.24767
High-income countries,,2004,42.540266
High-income countries,,2005,52.282000000000004
High-income countries,,2006,63.68654
High-income countries,,2007,78.1297
High-income countries,,2008,95.002125
High-income countries,,2009,118.18172
High-income countries,,2010,133.50528
High-income countries,,2011,151.51616
High-income countries,,2012,179.15661
High-income countries,,2013,193.39000000000001
High-income countries,,2014,213.02962
High-income countries,,2015,237.11988000000002
High-income countries,,2016,260.62428
High-income countries,,2017,283.42872
High-income countries,,2018,302.73796999999996
High-income countries,,2019,327.55394
High-income countries,,2020,357.7563
High-income countries,,2021,388.19390000000004
High-income countries,,2022,418.30888
Honduras,HND,2011,0.10200000000000001
Honduras,HND,2012,0.10200000000000001
Honduras,HND,2013,0.152
Honduras,HND,2014,0.152
Honduras,HND,2015,0.1559
Honduras,HND,2016,0.1789
Honduras,HND,2017,0.22890000000000002
Honduras,HND,2018,0.22890000000000002
Honduras,HND,2019,0.2389
Honduras,HND,2020,0.2389
Honduras,HND,2021,0.2389
Honduras,HND,2022,0.2389
Hong Kong,HKG,2017,0.0008030000000000001
Hong Kong,HKG,2018,0.0008030000000000001
Hong Kong,HKG,2019,0.0008030000000000001
Hong Kong,HKG,2020,0.0008030000000000001
Hong Kong,HKG,2021,0.0008030000000000001
Hong Kong,HKG,2022,0.0008030000000000001
Hungary,HUN,2001,0.001
Hungary,HUN,2002,0.001
Hungary,HUN,2003,0.003
Hungary,HUN,2004,0.003
Hungary,HUN,2005,0.017
Hungary,HUN,2006,0.033
Hungary,HUN,2007,0.061
Hungary,HUN,2008,0.134
Hungary,HUN,2009,0.203
Hungary,HUN,2010,0.293
Hungary,HUN,2011,0.331
Hungary,HUN,2012,0.325
Hungary,HUN,2013,0.329
Hungary,HUN,2014,0.329
Hungary,HUN,2015,0.329
Hungary,HUN,2016,0.329
Hungary,HUN,2017,0.329
Hungary,HUN,2018,0.329
Hungary,HUN,2019,0.323
Hungary,HUN,2020,0.323
Hungary,HUN,2021,0.324
Hungary,HUN,2022,0.324
Iceland,ISL,2013,0.002
Iceland,ISL,2014,0.003
Iceland,ISL,2015,0.003
Iceland,ISL,2016,0.003
Iceland,ISL,2017,0.0024300000000000003
Iceland,ISL,2018,0.0024
Iceland,ISL,2019,0.0024
Iceland,ISL,2020,0.0018000000000000002
Iceland,ISL,2021,0.0018000000000000002
Iceland,ISL,2022,0.0018000000000000002
India,IND,2000,0.9410000000000001
India,IND,2001,1.563
India,IND,2002,1.606
India,IND,2003,2.461
India,IND,2004,3.813
India,IND,2005,4.4338999999999995
India,IND,2006,6.315
India,IND,2007,7.84452
India,IND,2008,10.2425
India,IND,2009,10.925
India,IND,2010,13.184000000000001
India,IND,2011,16.179000000000002
India,IND,2012,17.2997
India,IND,2013,18.4204
India,IND,2014,22.4653
India,IND,2015,25.08819
India,IND,2016,28.70044
India,IND,2017,32.84846
India,IND,2018,35.2881
India,IND,2019,37.50518
India,IND,2020,38.5586
India,IND,2021,40.067266000000004
India,IND,2022,41.92978
Indonesia,IDN,2007,0.0001
Indonesia,IDN,2008,0.00026000000000000003
Indonesia,IDN,2009,0.0010600000000000002
Indonesia,IDN,2010,0.00034
Indonesia,IDN,2011,0.00093
Indonesia,IDN,2012,0.00093
Indonesia,IDN,2013,0.00063
Indonesia,IDN,2014,0.0011200000000000001
Indonesia,IDN,2015,0.00146
Indonesia,IDN,2016,0.00146
Indonesia,IDN,2017,0.00146
Indonesia,IDN,2018,0.14351
Indonesia,IDN,2019,0.15431
Indonesia,IDN,2020,0.15431
Indonesia,IDN,2021,0.15431
Indonesia,IDN,2022,0.15431
Iran,IRN,2000,0.011
Iran,IRN,2001,0.011
Iran,IRN,2002,0.012
Iran,IRN,2003,0.016
Iran,IRN,2004,0.0249
Iran,IRN,2005,0.037
Iran,IRN,2006,0.047
Iran,IRN,2007,0.063
Iran,IRN,2008,0.063
Iran,IRN,2009,0.092
Iran,IRN,2010,0.095
Iran,IRN,2011,0.09820999999999999
Iran,IRN,2012,0.10613
Iran,IRN,2013,0.10763
Iran,IRN,2014,0.14878
Iran,IRN,2015,0.15344
Iran,IRN,2016,0.19094
Iran,IRN,2017,0.259
Iran,IRN,2018,0.28200000000000003
Iran,IRN,2019,0.30492
Iran,IRN,2020,0.30807999999999996
Iran,IRN,2021,0.3102
Iran,IRN,2022,0.342
Ireland,IRL,2000,0.1165
Ireland,IRL,2001,0.12290000000000001
Ireland,IRL,2002,0.1348
Ireland,IRL,2003,0.21030000000000001
Ireland,IRL,2004,0.3364
Ireland,IRL,2005,0.4933
Ireland,IRL,2006,0.6765
Ireland,IRL,2007,0.7405
Ireland,IRL,2008,0.9423
Ireland,IRL,2009,1.2513
Ireland,IRL,2010,1.3904
Ireland,IRL,2011,1.5846
Ireland,IRL,2012,1.70435
Ireland,IRL,2013,1.9233
Ireland,IRL,2014,2.2832500000000002
Ireland,IRL,2015,2.45115
Ireland,IRL,2016,2.80165
Ireland,IRL,2017,3.31915
Ireland,IRL,2018,3.67385
Ireland,IRL,2019,4.12645
Ireland,IRL,2020,4.3067
Ireland,IRL,2021,4.339041
Ireland,IRL,2022,4.619041
Israel,ISR,2002,0.006
Israel,ISR,2003,0.006
Israel,ISR,2004,0.006
Israel,ISR,2005,0.006
Israel,ISR,2006,0.006
Israel,ISR,2007,0.006
Israel,ISR,2008,0.006
Israel,ISR,2009,0.006
Israel,ISR,2010,0.006
Israel,ISR,2011,0.006
Israel,ISR,2012,0.006
Israel,ISR,2013,0.006
Israel,ISR,2014,0.006
Israel,ISR,2015,0.006
Israel,ISR,2016,0.02725
Israel,ISR,2017,0.02725
Israel,ISR,2018,0.02725
Israel,ISR,2019,0.02725
Israel,ISR,2020,0.02725
Israel,ISR,2021,0.02725
Israel,ISR,2022,0.02725
Italy,ITA,2000,0.363
Italy,ITA,2001,0.664
Italy,ITA,2002,0.78
Italy,ITA,2003,0.874
Italy,ITA,2004,1.127
Italy,ITA,2005,1.635
Italy,ITA,2006,1.9020000000000001
Italy,ITA,2007,2.702
Italy,ITA,2008,3.525
Italy,ITA,2009,4.8790000000000004
Italy,ITA,2010,5.7940000000000005
Italy,ITA,2011,6.918
Italy,ITA,2012,8.102
Italy,ITA,2013,8.542
Italy,ITA,2014,8.683
Italy,ITA,2015,9.137
Italy,ITA,2016,9.384
Italy,ITA,2017,9.736578
Italy,ITA,2018,10.230246
Italy,ITA,2019,10.679459999999999
Italy,ITA,2020,10.870622
Italy,ITA,2021,11.253733
Italy,ITA,2022,11.779733
Jamaica,JAM,2004,0.0207
Jamaica,JAM,2005,0.0207
Jamaica,JAM,2006,0.0207
Jamaica,JAM,2007,0.0207
Jamaica,JAM,2008,0.0207
Jamaica,JAM,2009,0.0207
Jamaica,JAM,2010,0.0389
Jamaica,JAM,2011,0.0389
Jamaica,JAM,2012,0.0389
Jamaica,JAM,2013,0.0389
Jamaica,JAM,2014,0.0389
Jamaica,JAM,2015,0.0389
Jamaica,JAM,2016,0.099
Jamaica,JAM,2017,0.099
Jamaica,JAM,2018,0.099
Jamaica,JAM,2019,0.099
Jamaica,JAM,2020,0.099
Jamaica,JAM,2021,0.099
Jamaica,JAM,2022,0.099
Japan,JPN,2000,0.084
Japan,JPN,2001,0.17500000000000002
Japan,JPN,2002,0.277
Japan,JPN,2003,0.508
Japan,JPN,2004,0.769
Japan,JPN,2005,1.227
Japan,JPN,2006,1.805
Japan,JPN,2007,1.5270000000000001
Japan,JPN,2008,1.756
Japan,JPN,2009,1.997
Japan,JPN,2010,2.294
Japan,JPN,2011,2.419
Japan,JPN,2012,2.562
Japan,JPN,2013,2.646
Japan,JPN,2014,2.753
Japan,JPN,2015,2.8080000000000003
Japan,JPN,2016,3.247
Japan,JPN,2017,3.483
Japan,JPN,2018,3.498
Japan,JPN,2019,3.954
Japan,JPN,2020,4.367
Japan,JPN,2021,4.4670000000000005
Japan,JPN,2022,4.577
Jordan,JOR,2000,0.0014
Jordan,JOR,2001,0.0014
Jordan,JOR,2002,0.0014
Jordan,JOR,2003,0.0014
Jordan,JOR,2004,0.0014
Jordan,JOR,2005,0.0014
Jordan,JOR,2006,0.0014
Jordan,JOR,2007,0.0014
Jordan,JOR,2008,0.0014
Jordan,JOR,2009,0.0014
Jordan,JOR,2010,0.0014
Jordan,JOR,2011,0.0014
Jordan,JOR,2012,0.0014
Jordan,JOR,2013,0.0014
Jordan,JOR,2014,0.0014
Jordan,JOR,2015,0.1184
Jordan,JOR,2016,0.19840000000000002
Jordan,JOR,2017,0.19840000000000002
Jordan,JOR,2018,0.2804
Jordan,JOR,2019,0.373
Jordan,JOR,2020,0.51801
Jordan,JOR,2021,0.62151
Jordan,JOR,2022,0.6140100000000001
Kazakhstan,KAZ,2012,0.0015
Kazakhstan,KAZ,2013,0.004
Kazakhstan,KAZ,2014,0.05281
Kazakhstan,KAZ,2015,0.071755
Kazakhstan,KAZ,2016,0.09816
